	1\nnew_experiment\n	2\nnew_experiment\n	3\nnew_experiment\n	4\nnew_experiment\n	5\nnew_experiment\n	6\nnew_experiment\n	7\nnew_experiment\n	8\nnew_experiment\n	9\nnew_experiment\n	10\nnew_experiment\n	11\nnew_experiment\n	12\nnew_experiment\n	13\nnew_experiment\n	14\nnew_experiment\n	15\nnew_experiment\n	16\nnew_experiment\n	17\nnew_experiment\n	18\nnew_experiment\n	19\nnew_experiment\n	20\nnew_experiment\n	
1.61153	-0.0764924	-0.0699035	0.218722	0.165394	-0.0319252	-0.0295067	0.0222216	0.060791	0.180191	0.411251	2.79314	6.89951	4.64236	0.526962	0.310544	0.234262	0.132862	0.0688442	0.0445032	0.028556	
1.61178	-0.0762504	-0.072571	0.219295	0.192039	-0.0293427	-0.0252037	0.0226858	0.062851	0.178116	0.402893	2.57224	7.17311	4.94604	0.544861	0.326982	0.243103	0.121571	0.0731151	0.0505926	0.0293138	
1.61202	-0.0760083	-0.0722469	0.210804	0.212381	-0.028141	-0.0209007	0.0231382	0.0653381	0.175735	0.394534	2.37647	7.53925	5.34074	0.562752	0.338359	0.246978	0.111244	0.06783	0.0481635	0.0300715	
1.61226	-0.0757663	-0.0767095	0.197531	0.22462	-0.0293922	-0.0165939	0.0236024	0.0678558	0.17337	0.386175	2.20236	8.00722	5.83513	0.58065	0.342237	0.243527	0.103168	0.0582177	0.0457344	0.0308293	
1.61251	-0.077002	-0.0826805	0.184894	0.221829	-0.0276947	-0.0115356	0.0168651	0.0731506	0.169449	0.371435	2.04191	8.59275	6.43652	0.605461	0.341276	0.235157	0.0987663	0.050938	0.0453795	0.0343436	
1.61275	-0.0782377	-0.0838522	0.172269	0.201195	-0.0259819	-0.0064621	0.0101397	0.0807953	0.165527	0.356694	1.89694	9.32328	7.16782	0.630287	0.335828	0.222383	0.0943718	0.0436696	0.0450356	0.0378689	
1.61299	-0.0791677	-0.0787414	0.159332	0.167867	-0.0244217	-0.00140381	0.00340241	0.088562	0.161606	0.341953	1.76435	10.2339	8.06036	0.655098	0.332442	0.2075	0.0903854	0.0361308	0.0446918	0.0413941	
1.61324	-0.0800976	-0.0736306	0.146409	0.134551	-0.0228615	0.00366592	-0.00332296	0.0940247	0.1577	0.327213	1.64722	11.3883	9.16135	0.679924	0.329056	0.199967	0.0864143	0.0285919	0.0443479	0.0449194	
1.61348	-0.0835755	-0.0709132	0.130086	0.106295	-0.0167122	0.0013504	-0.00691777	0.0993347	0.156174	0.314186	1.54719	12.8577	10.535	0.709358	0.324814	0.199669	0.0843849	0.0206812	0.0399223	0.0526509	
1.61372	-0.0821614	-0.0729824	0.113775	0.0861679	-0.0105476	-0.000957489	-0.0105007	0.106964	0.154648	0.30116	1.45646	14.7313	12.2621	0.7388	0.320585	0.199382	0.0868454	0.0127818	0.0354967	0.0603933	
1.61397	-0.074021	-0.0723591	0.0974649	0.0712029	-0.00147247	-0.00326157	-0.0161905	0.115616	0.153122	0.297279	1.37491	17.1043	14.4461	0.76825	0.316355	0.193672	0.0864944	0.00533307	0.031071	0.0597014	
1.61421	-0.0658805	-0.0717359	0.0811544	0.0562506	0.00269699	-0.00556564	-0.0172975	0.119629	0.151596	0.293397	1.29799	20.0727	17.1889	0.797691	0.312126	0.183571	0.0861588	-0.00211564	0.0266454	0.0590095	
1.61445	-0.0625683	-0.0701029	0.0724887	0.0487047	0.0040741	-0.00748825	-0.0128338	0.121979	0.158813	0.291909	1.2281	23.7092	20.5701	0.828873	0.308868	0.17301	0.0823021	-0.00237483	0.0201234	0.0558796	
1.6147	-0.0641353	-0.0684699	0.063823	0.0411715	0.00792313	-0.00941086	-0.000751853	0.12204	0.166031	0.290432	1.1675	28.046	24.6189	0.860054	0.305611	0.1698	0.0739822	0.00458932	0.0136125	0.0527607	
1.61494	-0.0629632	-0.0641445	0.0551573	0.0363776	0.00977707	-0.0113297	0.0161866	0.120621	0.170547	0.288944	1.11124	33.0172	29.2791	0.891228	0.302354	0.174375	0.0684471	0.0161399	0.00709046	0.0411965	
1.61518	-0.0617785	-0.0646057	0.0465041	0.0267138	0.011631	-0.0132408	0.033125	0.123856	0.179855	0.287467	1.05499	38.3801	34.3532	0.922424	0.299097	0.183364	0.0629234	0.0277017	0.000579566	0.0296432	
1.61543	-0.0603007	-0.0679589	0.0354478	0.0150081	0.0114784	-0.0113678	0.0484447	0.130493	0.190994	0.285979	1.00134	43.6533	39.4261	0.973625	0.298089	0.18959	0.0601387	0.0392523	-0.00807206	0.0235262	
1.61567	-0.0588102	-0.071312	0.0243916	0.00331509	0.00642776	-0.0094986	0.0591934	0.13945	0.202072	0.284503	0.947699	48.1212	43.8797	1.02484	0.297082	0.195828	0.0618401	0.0508141	-0.0167126	0.0174201	
1.61591	-0.0573197	-0.0749644	0.0133354	-0.0111172	0.00413895	-0.00486374	0.0656569	0.149872	0.216202	0.283026	0.892018	51.0234	47.0351	1.07662	0.296074	0.202341	0.0687141	0.0577782	-0.0213712	0.0115666	
1.61616	-0.0558292	-0.0786167	0.00229158	-0.0206796	0.00185013	-0.00513077	0.0675495	0.15564	0.225525	0.28155	0.840988	51.8493	48.3809	1.12841	0.295066	0.208853	0.0778275	0.0575303	-0.0175001	0.0057241	
1.6164	-0.0612817	-0.0793771	-0.000148773	-0.0198553	0.00123596	-0.0142784	0.0684423	0.155579	0.224091	0.286158	0.799566	50.4959	47.7747	1.20118	0.2912	0.207558	0.0842705	0.0531242	-0.0111556	-0.00526904	
1.61664	-0.0667213	-0.0801375	-0.00258911	-0.0141483	0.000637054	-0.0234222	0.0647641	0.153198	0.222672	0.290777	0.767435	47.276	45.4497	1.28319	0.287334	0.206274	0.0907249	0.0487293	-0.000540718	-0.012034	
1.61689	-0.0749255	-0.0808979	-0.00502945	-0.0081369	3.43323e-05	-0.0328751	0.0545154	0.151825	0.220947	0.286241	0.739643	42.7696	41.866	1.35615	0.283467	0.204978	0.0973091	0.0417089	0.00819965	-0.00651002	
1.61713	-0.078225	-0.0816583	-0.00745735	-0.0069955	-0.000564575	-0.0423126	0.0442666	0.150467	0.219254	0.281716	0.711862	37.6308	37.5542	1.43836	0.279601	0.203694	0.103905	0.0390269	0.0169511	0.00745928	
1.61737	-0.0812314	-0.0845129	-0.00431976	-0.0117513	-0.00363159	-0.0427513	0.0354462	0.148956	0.212418	0.278513	0.683297	32.426	32.98	1.53558	0.283045	0.206434	0.106571	0.0421033	0.0259577	0.0247562	
1.61761	-0.0842252	-0.0873674	-0.00118218	-0.0164945	-0.00668716	-0.0431862	0.0311967	0.147461	0.205627	0.275322	0.654743	27.5389	28.5116	1.65437	0.28649	0.209186	0.109253	0.0495182	0.0349753	0.0378469	
1.61786	-0.0866074	-0.0875295	0.0019554	-0.021542	-0.00974274	-0.0439301	0.028947	0.14595	0.201187	0.281276	0.626189	23.1875	24.4094	1.80396	0.289935	0.220744	0.111931	0.0631534	0.0439819	0.0445131	
1.6181	-0.0889897	-0.0924782	0.00510544	-0.0265895	-0.0127983	-0.0446587	0.0266973	0.144455	0.191986	0.287229	0.597635	19.4501	20.8118	1.98129	0.293379	0.232302	0.114613	0.0767888	0.0529996	0.0427559	
1.61834	-0.0890916	-0.102326	-0.00192922	-0.0222776	-0.0161743	-0.0455666	0.0238404	0.142929	0.173996	0.288527	0.569203	16.3292	17.7653	2.1918	0.299038	0.236028	0.116081	0.0871673	0.0647347	0.0392197	
1.61859	-0.0842889	-0.112173	-0.00895143	-0.0179656	-0.0195351	-0.0513954	0.0209956	0.141418	0.151199	0.289837	0.540782	13.7667	15.2476	2.44236	0.304697	0.239755	0.117561	0.09323	0.076481	0.0356944	
1.61883	-0.0727725	-0.11514	-0.0159736	-0.0136537	-0.0228996	-0.0544586	0.0181388	0.142502	0.128616	0.275894	0.512349	11.677	13.2063	2.72527	0.319355	0.234675	0.11903	0.0930609	0.0796976	0.031631	
1.61907	-0.0612434	-0.11332	-0.0229958	-0.00932905	-0.0262604	-0.0575066	0.0152938	0.138962	0.110809	0.261963	0.483928	9.97907	11.5669	3.02975	0.334012	0.229607	0.12051	0.0929032	0.0829253	0.0275786	
1.61932	-0.054619	-0.107412	-0.0212652	-0.000654399	-0.0214539	-0.0608749	0.0195791	0.133362	0.0977325	0.250306	0.463035	8.59817	10.2609	3.33615	0.344451	0.228747	0.121883	0.0899395	0.083125	0.0308952	
1.61956	-0.0528737	-0.0967164	-0.0195221	0.00802022	-0.0166359	-0.0642433	0.0238762	0.127777	0.0925903	0.238661	0.442155	7.46717	9.2238	3.60252	0.35489	0.227899	0.123272	0.086987	0.0833357	0.0342228	
1.6198	-0.0483767	-0.0860212	-0.017779	0.0166948	-0.0116615	-0.0676117	0.0281613	0.121902	0.0928802	0.227016	0.421274	6.53593	8.40607	3.80148	0.363268	0.235845	0.129551	0.0840346	0.0835354	0.0375394	
1.62005	-0.0438797	-0.0801126	-0.0160359	0.0253822	-0.00668716	-0.0709648	0.0324585	0.116028	0.0931549	0.215371	0.400394	5.76205	7.7666	3.9296	0.376144	0.243802	0.143288	0.0810822	0.0837462	0.040867	
1.62029	-0.0456632	-0.082132	-0.00937475	0.034209	-0.000656128	-0.0684433	0.033125	0.111298	0.0930939	0.201476	0.383755	5.11971	7.27207	4.01246	0.393894	0.248492	0.160652	0.0843839	0.0834578	0.0410647	
1.62053	-0.047434	-0.0889381	-0.00270116	0.0430357	0.00784683	-0.0659218	0.0338036	0.106583	0.0930176	0.187592	0.367127	4.57918	6.9014	4.0676	0.419143	0.253181	0.180264	0.087697	0.0831805	0.0412733	
1.62078	-0.0464658	-0.0957441	0.00397241	0.0545005	0.0165024	-0.0661621	0.0370412	0.101868	0.0929413	0.173697	0.359768	4.12118	6.64477	4.12235	0.449453	0.257871	0.200188	0.0885647	0.0828921	0.0499053	
1.62102	-0.0503768	-0.0977635	0.010646	0.0708478	0.0227013	-0.0614738	0.03572	0.0971527	0.0928802	0.159814	0.352422	3.72797	6.49388	4.20484	0.479764	0.262572	0.217888	0.0937709	0.0826148	0.0585483	
1.62126	-0.053689	-0.0926029	0.00585248	0.0954006	0.0244408	-0.0514717	0.0366722	0.0924225	0.0909882	0.152777	0.348349	3.38604	6.43625	4.34065	0.501732	0.276802	0.232922	0.103293	0.0823264	0.0622602	
1.62151	-0.0569885	-0.0826555	0.00107139	0.12807	0.0286484	-0.0414696	0.0376365	0.0877228	0.0891418	0.145752	0.344289	3.0904	6.46624	4.54116	0.5237	0.291042	0.245728	0.112826	0.0820491	0.0659832	
1.62175	-0.0633454	-0.0754007	-0.00370967	0.165508	0.0386848	-0.0283928	0.0357319	0.0830078	0.0872498	0.138726	0.340229	2.83206	6.5827	4.81088	0.545668	0.305272	0.254898	0.11641	0.0817607	0.0612609	
1.62199	-0.0648105	-0.0681458	-0.00849076	0.202958	0.053627	-0.0202217	0.0384101	0.0782928	0.0854034	0.131701	0.336169	2.60768	6.78678	5.15763	0.567637	0.319513	0.256611	0.115666	0.0814834	0.0565495	
1.62224	-0.0604536	-0.0611403	-0.0178786	0.229642	0.072113	-0.0159683	0.043362	0.0729523	0.0834503	0.126379	0.324883	2.41116	7.08047	5.5892	0.586676	0.332619	0.253521	0.110054	0.0743846	0.0536942	
1.62248	-0.0560967	-0.058909	-0.027254	0.244974	0.0955086	-0.0117035	0.0483137	0.067627	0.0815277	0.121069	0.313609	2.2347	7.47387	6.10857	0.605727	0.345724	0.250446	0.104442	0.067297	0.0508388	
1.62272	-0.0514342	-0.0638079	-0.0286609	0.251874	0.125759	-0.0175934	0.0444095	0.0622864	0.0796051	0.115746	0.304945	2.07608	7.97337	6.73257	0.624766	0.350024	0.246891	0.0985601	0.0602093	0.0479834	
1.62297	-0.0467588	-0.0711001	-0.0300679	0.244175	0.156017	-0.0234718	0.0405051	0.0569611	0.077652	0.110436	0.291641	1.93134	8.59674	7.48135	0.643817	0.354335	0.243351	0.0926891	0.0531216	0.0451391	
1.62321	-0.0478034	-0.074553	-0.0303916	0.220942	0.182892	-0.031208	0.0364104	0.0562744	0.083725	0.115591	0.280947	1.79779	9.36774	8.38973	0.666605	0.350655	0.244831	0.0862658	0.0538315	0.039648	
1.62345	-0.0488353	-0.0780059	-0.0307028	0.192851	0.20158	-0.0389328	0.0323156	0.0555878	0.089798	0.120759	0.270253	1.67812	10.3291	9.50606	0.689405	0.346986	0.246323	0.0798426	0.0545524	0.0341569	
1.6237	-0.04988	-0.0813093	-0.0310141	0.166586	0.209942	-0.046669	0.0282209	0.0549164	0.0958252	0.125927	0.259269	1.56963	11.5457	10.889	0.712205	0.338902	0.238865	0.0734194	0.0552734	0.0286658	
1.62394	-0.0509118	-0.0846126	-0.0313254	0.140321	0.203587	-0.0543938	0.0241261	0.054245	0.101929	0.131094	0.248285	1.46886	13.0976	12.6217	0.735005	0.33083	0.231407	0.0670074	0.0559944	0.0231857	
1.62418	-0.0541476	-0.0874298	-0.0337906	0.115109	0.189243	-0.0497322	0.0223168	0.0578156	0.105576	0.125581	0.242315	1.37978	15.0772	14.7952	0.76862	0.329534	0.219368	0.06108	0.0579909	0.0256457	
1.62443	-0.0573834	-0.0854478	-0.0362434	0.0899092	0.169991	-0.0450554	0.0205075	0.0614014	0.109207	0.12008	0.236358	1.30461	17.5793	17.5033	0.802246	0.328239	0.207344	0.0551526	0.0599985	0.0281057	
1.62467	-0.0606192	-0.0810226	-0.0386962	0.0744369	0.142761	-0.0403938	0.0186982	0.0649872	0.112885	0.119425	0.230401	1.23936	20.6989	20.8099	0.836422	0.326943	0.204254	0.0496759	0.0620061	0.0303022	
1.62491	-0.0638423	-0.0718107	-0.041149	0.0589773	0.115543	-0.035717	0.0168889	0.068573	0.116547	0.126403	0.224443	1.18183	24.4922	24.7434	0.870611	0.325659	0.20118	0.0442105	0.0640138	0.0325096	
1.62516	-0.0646321	-0.0636458	-0.0364426	0.0485779	0.0927086	-0.0384331	0.0156509	0.0721436	0.116608	0.138417	0.221096	1.12709	28.953	29.2647	0.918847	0.329225	0.20089	0.0469376	0.0660103	0.031016	
1.6254	-0.0654092	-0.0578744	-0.0317238	0.0381911	0.0698776	-0.0411377	0.014413	0.0757294	0.116699	0.150443	0.217749	1.07235	33.9547	34.1942	0.976094	0.332802	0.200607	0.0568767	0.0680179	0.0253053	
1.62564	-0.066199	-0.0557428	-0.027005	0.0278044	0.0473518	-0.0438499	0.0131751	0.0793152	0.126343	0.162945	0.212082	1.01597	39.1848	39.1374	1.03728	0.336368	0.209278	0.062759	0.0700255	0.0195946	
1.62589	-0.0669761	-0.0583979	-0.0222862	0.0174177	0.0248375	-0.0465546	0.0119371	0.082901	0.136002	0.175447	0.211055	0.964226	44.1037	43.4814	1.09846	0.339945	0.217949	0.0686526	0.0720332	0.018112	
1.62613	-0.069766	-0.0646181	-0.0178039	0.00918698	0.00601959	-0.0426979	0.00261676	0.0899506	0.149811	0.181508	0.214547	0.916057	48.0121	46.5453	1.15248	0.342984	0.226547	0.072901	0.0760928	0.0187819	
1.62637	-0.0725432	-0.0708259	-0.0133216	0.000968933	-0.00788879	-0.0388298	-0.0067035	0.0970154	0.163589	0.187569	0.222679	0.875612	50.25	47.8272	1.20652	0.346034	0.235157	0.0771493	0.0801524	0.0194518	
1.62662	-0.0777663	-0.0725461	-0.00883938	-0.00726184	-0.0171967	-0.034977	-0.00688207	0.103592	0.167786	0.193629	0.232552	0.840374	50.4679	47.1807	1.26842	0.349084	0.243759	0.0813977	0.084212	0.0203853	
1.62686	-0.0780976	-0.0742663	-0.00434466	-0.0154799	-0.0215836	-0.0311089	-0.00706065	0.110168	0.172028	0.19969	0.234703	0.805135	48.7252	44.82	1.34532	0.352134	0.252369	0.0856573	0.0882827	0.0213297	
1.6271	-0.0689507	-0.0735932	-0.00703402	-0.0196523	-0.0187187	-0.0313492	-0.0123814	0.119049	0.171021	0.20575	0.227851	0.769029	45.4151	41.19	1.44265	0.355184	0.253136	0.0814315	0.0859534	0.0241082	
1.62734	-0.054912	-0.0729201	-0.00972337	-0.0238121	-0.0109444	-0.0315819	-0.0177022	0.120209	0.170044	0.211811	0.216372	0.732923	41.0748	36.8099	1.56099	0.358234	0.253918	0.0772057	0.0836241	0.0268867	
1.62759	-0.0436249	-0.0677594	-0.0124127	-0.0279719	-0.00562668	-0.031826	-0.023023	0.114868	0.169083	0.217872	0.207007	0.696817	36.2349	32.1566	1.70632	0.361284	0.24575	0.0816343	0.0812948	0.0320373	
1.62783	-0.0323379	-0.0625988	-0.0150896	-0.0321316	-0.000297546	-0.0320549	-0.0283438	0.101776	0.168076	0.223944	0.197654	0.660711	31.3376	27.6158	1.87864	0.364334	0.237583	0.0860743	0.0789767	0.0329818	
1.62807	-0.0273314	-0.0579991	-0.0161604	-0.0306225	0.00267029	-0.036293	-0.0254751	0.0845032	0.169357	0.217241	0.184277	0.634475	26.709	23.4579	2.08193	0.362052	0.233971	0.0883393	0.0858758	0.0317189	
1.62832	-0.0272039	-0.0581735	-0.0172312	-0.0291006	0.00563431	-0.0405197	-0.0226064	0.0718842	0.170624	0.210537	0.170901	0.608251	22.5486	19.8252	2.31823	0.359782	0.23037	0.0906043	0.0927749	0.0304559	
1.62856	-0.032478	-0.0622871	-0.0183019	-0.0275914	0.00829315	-0.0447617	-0.0197377	0.0654755	0.171875	0.203833	0.154914	0.582027	18.9498	16.7649	2.59238	0.357512	0.226757	0.0928694	0.099674	0.0286658	
1.6288	-0.0377521	-0.068794	-0.0193602	-0.0260696	0.0109673	-0.0489883	-0.016869	0.0590668	0.173141	0.19713	0.14358	0.555803	15.922	14.2515	2.88754	0.355241	0.223156	0.0951457	0.106584	0.0268867	
1.62905	-0.0362998	-0.0758494	-0.0194847	-0.0245604	0.0114784	-0.0564041	-0.0145716	0.0544891	0.17392	0.18814	0.13813	0.535557	13.4307	12.2194	3.1736	0.36196	0.218983	0.0930835	0.105675	0.0277323	
1.62929	-0.0348476	-0.0829048	-0.0196093	-0.0230385	0.00708008	-0.0638084	-0.0122743	0.0499268	0.174667	0.17915	0.132692	0.515311	11.4017	10.5954	3.42067	0.36868	0.214825	0.0910213	0.104765	0.0243608	
1.62953	-0.0333953	-0.087866	-0.0174926	-0.0215166	0.00544357	-0.0659981	-0.00997692	0.0453644	0.179932	0.170161	0.127532	0.495064	9.75293	9.30402	3.60513	0.384205	0.210663	0.0976135	0.103856	0.0212529	
1.62978	-0.031943	-0.0880406	-0.0193478	-0.0199948	0.00381851	-0.0599785	-0.00767958	0.0407867	0.177216	0.161183	0.122385	0.474818	8.40927	8.28215	3.72061	0.39973	0.206505	0.104217	0.102957	0.0223731	
1.63002	-0.0304143	-0.0816957	-0.0232449	-0.0284031	0.00619888	-0.0434799	0.00104553	0.0444489	0.167282	0.151431	0.120379	0.459934	7.30924	7.47832	3.78288	0.41561	0.209591	0.115869	0.103135	0.0318616	
1.63026	-0.0288728	-0.0729575	-0.0271419	-0.0368114	0.00857544	-0.0269699	0.00978261	0.0481262	0.157364	0.141691	0.118385	0.445051	6.39954	6.85161	3.81817	0.431502	0.212692	0.127521	0.103323	0.0455674	
1.63051	-0.0276498	-0.062873	-0.031288	-0.0452197	0.00819397	-0.0151863	0.0093779	0.0517883	0.146957	0.13194	0.116391	0.439423	5.6424	6.37508	3.85196	0.447383	0.216339	0.139173	0.103501	0.0606788	
1.63075	-0.0264141	-0.0575752	-0.0354341	-0.053628	0.0127296	-0.0115891	0.00897318	0.0554657	0.13652	0.1222	0.114398	0.433807	5.00912	6.0264	3.90675	0.463275	0.219997	0.150836	0.103689	0.0687617	
1.63099	-0.0314079	-0.0598564	-0.0371897	-0.0563546	0.0229836	-0.00963974	-0.000204325	0.0640717	0.130875	0.11683	0.116258	0.419116	4.46948	5.78477	4.007	0.489246	0.234737	0.163029	0.108836	0.0660381	
1.63124	-0.0412809	-0.0669242	-0.0389452	-0.0590813	0.0332489	-0.00767899	-0.00936985	0.0726929	0.125259	0.111472	0.118131	0.404426	4.01141	5.64017	4.17023	0.515228	0.258438	0.175233	0.113994	0.0562859	
1.63148	-0.0484022	-0.072945	-0.0407008	-0.061808	0.0413551	-0.00102234	-0.0185354	0.0746155	0.119644	0.106102	0.119714	0.389735	3.62094	5.588	4.40057	0.54121	0.279625	0.187426	0.11914	0.0503117	
1.63172	-0.0555235	-0.07656	-0.0424439	-0.0645346	0.0543823	0.0138512	-0.027701	0.0718842	0.114014	0.100744	0.121297	0.375056	3.28787	5.62054	4.6999	0.567192	0.296333	0.19963	0.124298	0.0443374	
1.63197	-0.057307	-0.0781929	-0.0470133	-0.0574706	0.0759888	0.0326004	-0.0303555	0.0656586	0.108841	0.0916109	0.117986	0.360992	2.99835	5.73588	5.07229	0.589723	0.308186	0.202267	0.124165	0.0369574	
1.63221	-0.0590777	-0.0798259	-0.0515827	-0.0504067	0.102501	0.0513649	-0.032998	0.0594482	0.103668	0.0824903	0.110047	0.346928	2.74208	5.92976	5.52566	0.612266	0.320045	0.204904	0.124043	0.0337945	
1.63245	-0.0636129	-0.0813093	-0.0561521	-0.0433427	0.126564	0.0709381	-0.0264988	0.052948	0.0984802	0.0782157	0.102108	0.332864	2.51412	6.20027	6.07165	0.634796	0.331615	0.207541	0.12391	0.0282595	
1.6327	-0.0632435	-0.0827926	-0.0607215	-0.0362787	0.150635	0.090519	-0.0199996	0.0464325	0.0932922	0.0815734	0.0988096	0.318812	2.31336	6.55858	6.72261	0.657339	0.343201	0.210189	0.123788	0.0227245	
1.63294	-0.0586064	-0.0818827	-0.059713	-0.0322585	0.173058	0.111935	-0.0180831	0.0440063	0.0857239	0.0890152	0.0982054	0.310726	2.13524	7.02144	7.5018	0.683539	0.338364	0.210662	0.126672	0.0200888	
1.63318	-0.0539565	-0.0809727	-0.0587045	-0.0282382	0.195496	0.138283	-0.0161548	0.0415649	0.0781555	0.0964689	0.0976133	0.302639	1.97828	7.60906	8.43995	0.70975	0.333538	0.211147	0.129567	0.017453	
1.63343	-0.0490009	-0.0800627	-0.057696	-0.0242179	0.221806	0.164104	-0.0142264	0.0391388	0.0705719	0.0952425	0.0955712	0.295035	1.84247	8.3457	9.58057	0.735962	0.328995	0.21162	0.123311	0.0150809	
1.63367	-0.0440453	-0.0791403	-0.056675	-0.0201977	0.239948	0.18502	-0.0122981	0.0366974	0.0630035	0.094028	0.0888889	0.287442	1.72176	9.26873	10.9941	0.762173	0.324451	0.212105	0.108547	0.0127088	
1.63391	-0.0414338	-0.0767345	-0.0530643	-0.0162028	0.242352	0.198944	-0.0141788	0.0370026	0.0587311	0.0995647	0.0800558	0.279416	1.6104	10.4357	12.7611	0.785461	0.319908	0.206696	0.0977884	0.0161462	
1.63416	-0.0388095	-0.0743287	-0.0494536	-0.0121952	0.233299	0.204681	-0.0160477	0.037323	0.0544739	0.105113	0.0758628	0.279103	1.5081	11.9183	14.9751	0.808749	0.319847	0.201287	0.0912997	0.0238007	
1.6344	-0.0410898	-0.0719228	-0.0458429	-0.0179403	0.211872	0.196369	-0.0087747	0.0376282	0.0502014	0.11065	0.0795966	0.283707	1.41826	13.8034	17.7195	0.832036	0.322296	0.195878	0.0904012	0.0370782	
1.63464	-0.0433574	-0.069517	-0.0422322	-0.0236726	0.182278	0.179871	-0.00150174	0.0379486	0.045929	0.116199	0.0910761	0.288322	1.33749	16.1922	21.0609	0.855324	0.315804	0.19048	0.0895028	0.0503556	
1.63489	-0.0469626	-0.0663134	-0.0392191	-0.0239389	0.149193	0.156597	0.00347382	0.0429077	0.0528412	0.12345	0.104767	0.284345	1.26219	19.177	25.0199	0.884758	0.305016	0.195889	0.0853101	0.0616123	
1.63513	-0.0505551	-0.0631098	-0.0362061	-0.0241926	0.116119	0.133339	0.00846136	0.0478821	0.0597534	0.130713	0.113818	0.280368	1.19596	22.8258	29.5518	0.914191	0.294235	0.201309	0.0811285	0.0658404	
1.63537	-0.0590395	-0.0554187	-0.0284119	-0.0244589	0.0923386	0.109554	0.00430709	0.0528412	0.0666809	0.137964	0.121611	0.276391	1.1352	27.1501	34.4768	0.948028	0.280941	0.206718	0.0769469	0.0626007	
1.63562	-0.0675239	-0.0477151	-0.0206053	-0.0247125	0.068573	0.0857811	0.000152826	0.0578156	0.0736084	0.145228	0.129418	0.272426	1.08351	32.0613	39.4018	0.981876	0.272118	0.212139	0.0727652	0.0551438	
1.63586	-0.079639	-0.0417193	-0.0123629	-0.0309649	0.051239	0.0675316	-0.00106132	0.0582123	0.0915375	0.151431	0.139628	0.270619	1.03696	37.2974	43.7275	1.02209	0.269905	0.220433	0.0711015	0.0529584	
1.6361	-0.0917414	-0.0405102	-0.00412054	-0.0372045	0.0339012	0.0492897	-0.00226361	0.0586243	0.109512	0.157647	0.154479	0.268811	0.990402	42.3596	46.7604	1.0623	0.276653	0.228726	0.0694488	0.0549901	
1.63635	-0.0981493	-0.0420434	-0.000659257	-0.0434568	0.0141106	0.0310402	-0.00346583	0.0590363	0.126938	0.16385	0.16904	0.267003	0.944415	46.5614	47.9908	1.10435	0.287582	0.23702	0.0677961	0.054386	
1.63659	-0.0996525	-0.0483633	0.00280204	-0.0496965	-0.00075531	0.0127983	-0.00466806	0.0594482	0.144409	0.170065	0.178973	0.265208	0.898439	49.2307	47.2807	1.16107	0.298523	0.245325	0.0661434	0.053782	
1.63683	-0.099334	-0.0590711	0.00447045	-0.0557459	-0.00581741	0.00418091	-0.00445378	0.0552063	0.153854	0.173983	0.18493	0.261086	0.855096	49.9546	44.8511	1.23678	0.304981	0.235589	0.0591555	0.052563	
1.63707	-0.0941109	-0.0721722	0.00613885	-0.0617826	-0.00595856	-0.00442886	-0.00422764	0.0509644	0.15535	0.177912	0.186259	0.256964	0.811752	48.7178	41.1588	1.33304	0.311447	0.225864	0.0521788	0.051344	
1.63732	-0.0913337	-0.0852732	0.00302616	-0.0580921	-0.00856781	-0.0125351	-0.0100008	0.0467224	0.154404	0.181829	0.183226	0.252843	0.777471	45.8376	36.7242	1.44691	0.317913	0.216128	0.0546079	0.0503885	
1.63756	-0.0885566	-0.0959685	-7.40737e-05	-0.0543889	-0.0111618	-0.0206299	-0.0203447	0.0424957	0.148712	0.185759	0.175565	0.248733	0.743202	41.8068	32.0286	1.58134	0.324383	0.206403	0.0655555	0.0494331	
1.6378	-0.0846074	-0.101416	0.00010024	-0.0505462	-0.0136299	-0.0245361	-0.0330932	0.0427246	0.143311	0.181341	0.165874	0.234416	0.716521	37.1444	27.4612	1.74087	0.327469	0.208972	0.0783111	0.0553744	
1.63805	-0.0806454	-0.102064	0.000287011	-0.0467035	-0.016098	-0.0202446	-0.0367	0.0429535	0.137924	0.176924	0.156195	0.220099	0.689851	32.3111	23.2867	1.92684	0.33057	0.211541	0.0910668	0.0655329	
1.63829	-0.0769892	-0.0972774	-0.00207864	-0.0428608	-0.021328	-0.0107307	-0.0330694	0.0431824	0.132233	0.172506	0.152606	0.205782	0.663182	27.6705	19.648	2.14802	0.333668	0.214111	0.104355	0.0756914	
1.63853	-0.0733331	-0.0924907	-0.00841605	-0.0390054	-0.0216331	-0.00121307	-0.0248562	0.0434113	0.126541	0.168101	0.153657	0.191477	0.636513	23.4565	16.5822	2.40151	0.336769	0.21668	0.117643	0.0816437	
1.63878	-0.074263	-0.0914062	-0.015513	-0.0386122	-0.0165329	-0.00245667	-0.0173213	0.0436401	0.125015	0.164255	0.154117	0.183137	0.605677	19.7823	14.0675	2.67662	0.339855	0.215643	0.123122	0.0881122	
1.63902	-0.0800849	-0.0903093	-0.0225974	-0.0382191	-0.0114174	-0.00369644	-0.00978649	0.043869	0.12352	0.160409	0.149948	0.174798	0.574854	16.6795	12.0418	2.94295	0.342957	0.214607	0.128602	0.0945807	
