	1\nnew_experiment\n	2\nnew_experiment\n	3\nnew_experiment\n	4\nnew_experiment\n	5\nnew_experiment\n	6\nnew_experiment\n	7\nnew_experiment\n	8\nnew_experiment\n	9\nnew_experiment\n	10\nnew_experiment\n	11\nnew_experiment\n	12\nnew_experiment\n	13\nnew_experiment\n	14\nnew_experiment\n	15\nnew_experiment\n	16\nnew_experiment\n	17\nnew_experiment\n	18\nnew_experiment\n	19\nnew_experiment\n	20\nnew_experiment\n	
1.53491	0.0294606	-0.063945	0.432452	9.1375	17.4165	1.74217	0.36693	0.154755	0.12059	0.103208	0.0358779	0.0136583	0.0709082	0.102348	0.0373996	0.0894568	0.143768	0.158555	0.263489	0.313861	
1.53515	0.0324925	-0.0643938	0.416477	7.86696	14.9092	1.84843	0.372442	0.149994	0.12883	0.101744	0.0322649	0.0158637	0.0646302	0.0967407	0.0367669	0.0914634	0.135296	0.140717	0.231656	0.274589	
1.5354	0.0306326	-0.0648301	0.408484	6.82857	12.8699	1.96453	0.377965	0.145233	0.132309	0.0957069	0.0286639	0.0134414	0.0583641	0.0911331	0.0361342	0.0934814	0.126835	0.122878	0.199833	0.235328	
1.53564	0.0261229	-0.0635835	0.400877	5.97746	11.2242	2.09128	0.387857	0.141907	0.129654	0.0870863	0.0249543	0.00870518	0.0555791	0.0867767	0.0392508	0.0888835	0.118366	0.109367	0.169331	0.206599	
1.53588	0.0216132	-0.0623245	0.393282	5.27407	9.90899	2.23444	0.39776	0.138611	0.127045	0.0784776	0.0212446	0.00396897	0.052806	0.0824203	0.0423673	0.0842856	0.109894	0.0958556	0.143099	0.177869	
1.53613	0.014046	-0.0613772	0.386172	4.68249	8.86298	2.39153	0.39851	0.135864	0.124084	0.0715835	0.0239151	0.0038605	0.0500211	0.07547	0.0454839	0.0796877	0.101421	0.0823443	0.123865	0.157574	
1.53637	0.0113707	-0.0604173	0.379075	4.18669	8.03627	2.56501	0.399272	0.133148	0.12114	0.0692617	0.0312378	0.011465	0.0472479	0.0731354	0.0486005	0.0751012	0.0929604	0.0688329	0.113162	0.13729	
1.53661	0.0124536	-0.0650794	0.367633	3.76706	7.39543	2.76964	0.405331	0.133728	0.119797	0.0695475	0.0343916	0.0196599	0.0422444	0.0789719	0.0510726	0.074161	0.0858765	0.0614519	0.103434	0.127593	
1.53686	0.0135365	-0.0745156	0.356191	3.40751	6.90187	3.01033	0.411389	0.143631	0.118423	0.0698451	0.0329053	0.0278669	0.037241	0.0848083	0.0535448	0.0732323	0.0787926	0.054082	0.0937177	0.117907	
1.5371	0.014925	-0.0836527	0.344749	3.09524	6.53635	3.2998	0.42659	0.157593	0.11705	0.0704167	0.0343191	0.0298916	0.0322375	0.0952606	0.0560169	0.0723035	0.0717087	0.0467122	0.0845337	0.104003	
1.53734	0.0163263	-0.0880032	0.333319	2.8203	6.27884	3.64502	0.441803	0.17157	0.115707	0.0710001	0.035745	0.0273005	0.0272458	0.0980148	0.0584891	0.0713748	0.0646362	0.0393424	0.0753496	0.0901	
1.53759	0.010377	-0.0812968	0.322474	2.57641	6.11909	4.05499	0.453575	0.185532	0.121552	0.0718574	0.0320353	0.0248902	0.0222423	0.0943222	0.0632108	0.070446	0.0650063	0.0427794	0.0734307	0.0778549	
1.53783	0.00442779	-0.0697913	0.311642	2.36336	6.05426	4.53383	0.465359	0.199493	0.12738	0.0727266	0.0283377	0.022492	0.0172389	0.0906296	0.0679325	0.0695172	0.0653801	0.0462277	0.0715229	0.0656208	
1.53807	-0.00152147	-0.0609783	0.300798	2.1775	6.07534	5.07045	0.477132	0.213455	0.133209	0.0735839	0.024628	0.0224076	0.0122354	0.0864563	0.0726542	0.0685885	0.0657539	0.0496759	0.0696151	0.061821	
1.53832	-0.007458	-0.0521653	0.289965	2.01599	6.17826	5.65626	0.488916	0.227432	0.139038	0.0744531	0.0209304	0.0176955	0.00724375	0.0822906	0.0773876	0.0676597	0.0661392	0.0531242	0.0677073	0.0580211	
1.53856	-0.00668088	-0.0473038	0.273344	1.87157	6.36533	6.25877	0.504069	0.237427	0.143112	0.0765963	0.0265493	0.00868107	0.00460041	0.0864868	0.0877801	0.0614451	0.0666046	0.0502056	0.0716006	0.0628643	
1.5388	-0.00590378	-0.0472165	0.256722	1.73852	6.63422	6.85143	0.519222	0.247406	0.147202	0.0787515	0.0321682	-0.000321344	0.00195706	0.0906906	0.0981725	0.0552419	0.06707	0.0472982	0.0755049	0.0677184	
1.53904	-0.00512668	-0.0444368	0.24518	1.61764	6.99312	7.4109	0.534375	0.257401	0.153992	0.0786086	0.0377871	-0.00297265	-0.000686288	0.0951767	0.108565	0.0490388	0.0675354	0.0441204	0.0794092	0.0725725	
1.53929	-0.00433686	-0.041657	0.241619	1.50813	7.45347	7.94087	0.54954	0.267395	0.155991	0.0830499	0.0434181	-0.000984162	-0.00331783	0.0996704	0.118957	0.0428356	0.0680161	0.0409426	0.0833136	0.0774266	
1.53953	-0.00355977	-0.0444741	0.238544	1.40573	8.02714	8.47329	0.573073	0.27739	0.16066	0.0899559	0.0467169	0.00320973	-0.00548914	0.112915	0.1301	0.0366324	0.0684814	0.0342376	0.0808179	0.0856083	
1.53977	-0.00278264	-0.0472788	0.235481	1.31468	8.72845	9.06802	0.596617	0.287384	0.165329	0.101446	0.0500278	0.00741568	-0.00766045	0.130783	0.141242	0.0304293	0.0689468	0.0232167	0.0783333	0.093801	
1.54002	-0.00200555	-0.052776	0.232904	1.23662	9.59831	9.80127	0.62015	0.297379	0.169724	0.112924	0.0536167	0.0119109	-0.00983179	0.146347	0.156321	0.0245013	0.0694122	0.00976172	0.0758488	0.106211	
1.54026	-0.00121573	-0.0534866	0.230339	1.16668	10.6809	10.7345	0.643695	0.307373	0.174118	0.119842	0.0572177	0.016406	-0.0119913	0.161919	0.18041	0.0185733	0.0698891	0.00496119	0.0733642	0.118621	
1.5405	0.000338495	-0.0484007	0.222732	1.09954	12.0484	11.9407	0.669264	0.310135	0.177292	0.121223	0.0577856	0.0277946	-0.00933614	0.181244	0.213966	0.0187224	0.0697021	0.0101223	0.0819271	0.134413	
1.54075	0.00189269	-0.0433024	0.215137	1.04052	13.7857	13.5042	0.694844	0.312897	0.180466	0.118032	0.0630057	0.0391832	-0.00666919	0.205193	0.247533	0.0232744	0.069519	0.0152947	0.0905011	0.150216	
1.54099	0.00344688	-0.0379049	0.207542	0.990929	15.9894	15.5297	0.720424	0.315659	0.186325	0.109507	0.0682259	0.0502826	0.00355014	0.235298	0.281089	0.0294776	0.0693321	0.021008	0.0990751	0.170237	
1.54123	0.00501382	-0.0325074	0.199947	0.946224	18.7789	18.1158	0.746004	0.31842	0.187393	0.100982	0.0688059	0.0613819	0.0137695	0.265404	0.314656	0.0283539	0.0691566	0.0267213	0.107649	0.190257	
1.54148	0.00901395	-0.0311113	0.194742	0.904043	22.2426	21.3516	0.774441	0.316238	0.182404	0.0924563	0.0687092	0.0702638	0.0197288	0.295029	0.334902	0.0182294	0.0689697	0.0403566	0.118342	0.212815	
1.54172	0.0130141	-0.0297027	0.189538	0.861875	26.423	25.299	0.802879	0.314056	0.177368	0.083931	0.0686125	0.074518	0.0256999	0.316956	0.346162	0.00811623	0.0687828	0.0540031	0.129045	0.235383	
1.54196	0.0170143	-0.0282941	0.184334	0.817563	31.256	29.9324	0.831316	0.311874	0.172073	0.0804542	0.0708359	0.0721197	0.031671	0.327042	0.34936	0.00487132	0.0685959	0.0676497	0.139749	0.266386	
1.54221	0.0210271	-0.0268855	0.179129	0.778134	36.5242	35.0872	0.859753	0.309692	0.166748	0.0815496	0.0684192	0.0697336	0.0376422	0.326355	0.337562	0.00163788	0.0684204	0.0812963	0.150452	0.297388	
1.54245	0.0196258	-0.0312235	0.187409	0.745744	41.7977	40.3899	0.885369	0.309158	0.165588	0.0862647	0.0654587	0.0662266	0.0407221	0.311218	0.316988	0.00807036	0.0677681	0.0868631	0.156486	0.338439	
1.54269	0.0182245	-0.0355489	0.195701	0.718223	46.4002	45.2236	0.910997	0.308624	0.164413	0.0909799	0.0625103	0.0627196	0.0438139	0.285294	0.287427	0.0145028	0.0671158	0.0924411	0.162531	0.379502	
1.54294	0.0168232	-0.0398744	0.203993	0.688268	49.5369	48.7954	0.943481	0.303452	0.160538	0.095695	0.065942	0.0618158	0.0469057	0.255524	0.252981	0.0253383	0.0664635	0.0980192	0.168576	0.423551	
1.54318	0.0154346	-0.0441999	0.212285	0.658325	50.5561	50.3834	0.980536	0.298264	0.161484	0.10041	0.0740139	0.0562842	0.0499974	0.225754	0.218547	0.0361852	0.0658226	0.103597	0.174622	0.467601	
1.54342	0.014339	-0.0432525	0.210219	0.628674	49.2407	49.6455	1.02092	0.298019	0.162979	0.0984574	0.0827625	0.0504633	0.0548711	0.199158	0.192536	0.0413335	0.0651703	0.108263	0.175154	0.489763	
1.54367	0.0132434	-0.0422927	0.208152	0.599036	45.9124	46.7795	1.06588	0.297775	0.164536	0.0919324	0.0915111	0.0446425	0.0597565	0.172569	0.166538	0.0464933	0.064518	0.112939	0.175697	0.492256	
1.54391	0.0121478	-0.0386403	0.206085	0.569689	41.2877	42.431	1.11541	0.302185	0.159744	0.0806447	0.10055	0.0385324	0.0613379	0.146263	0.149537	0.0516416	0.0638657	0.117616	0.175709	0.482273	
1.54415	0.011065	-0.0397747	0.204018	0.540355	36.1426	37.3907	1.16951	0.306595	0.150208	0.069357	0.109588	0.0324344	0.0553667	0.119965	0.132537	0.0568013	0.0632248	0.122292	0.17572	0.458233	
1.5444	0.0119312	-0.0455462	0.195701	0.516399	31.0717	32.305	1.22747	0.31015	0.142059	0.0577358	0.11511	0.0305544	0.0470237	0.106049	0.114868	0.0570994	0.0699501	0.135826	0.168088	0.427538	
1.54464	0.0128103	-0.0513052	0.187384	0.497325	26.4165	27.5834	1.29001	0.31369	0.138702	0.050687	0.120645	0.0286744	0.0386806	0.0967407	0.0972001	0.057409	0.0766716	0.14936	0.15195	0.388419	
1.54488	0.0185812	-0.0570641	0.179067	0.475511	22.3164	23.4085	1.36092	0.321899	0.139221	0.0489724	0.125877	0.0267944	0.034397	0.0822449	0.0840308	0.0577186	0.0833969	0.153338	0.132084	0.344732	
1.54513	0.0243521	-0.0628231	0.170762	0.453698	18.7956	19.8336	1.44098	0.330093	0.144562	0.0472578	0.131121	0.0249264	0.0301134	0.0723724	0.0798598	0.0580282	0.0901299	0.148673	0.112219	0.301045	
1.54537	0.0325562	-0.062499	0.166429	0.432176	15.8262	16.8477	1.53598	0.336838	0.151901	0.0488771	0.12891	0.0253602	0.026585	0.0709686	0.0828123	0.0583263	0.0893974	0.136063	0.0990862	0.257699	
1.54561	0.0407731	-0.0573882	0.162097	0.410667	13.3576	14.4028	1.64014	0.343582	0.15921	0.0550687	0.122071	0.0257941	0.0230566	0.0695724	0.094763	0.0586359	0.0886726	0.123464	0.0859645	0.214363	
1.54586	0.0419579	-0.05497	0.157764	0.389158	11.3312	12.4256	1.74772	0.341034	0.166824	0.0632606	0.117829	0.0262279	0.0195282	0.0684509	0.102215	0.0589455	0.0879402	0.110314	0.0813614	0.180868	
1.5461	0.0382507	-0.0525517	0.153443	0.367649	9.67466	10.8451	1.87054	0.338486	0.174469	0.0714526	0.1136	0.0266738	0.0159998	0.0673447	0.109678	0.0592551	0.0872192	0.097174	0.0767583	0.155806	
1.54634	0.033155	-0.0567774	0.147915	0.351556	8.32053	9.59092	2.00968	0.335938	0.177063	0.0760248	0.112984	0.021564	0.0144539	0.0595856	0.109491	0.0590946	0.0833588	0.0930835	0.0784886	0.143034	
1.54659	0.028072	-0.0609907	0.142387	0.335475	7.21186	8.60231	2.17016	0.333374	0.179657	0.0805971	0.11238	0.0164542	0.012908	0.0518188	0.109303	0.0589455	0.0795021	0.0889929	0.08023	0.138707	
1.54683	0.0226833	-0.065204	0.136859	0.319698	6.29751	7.8219	2.35538	0.33548	0.182236	0.0877412	0.111763	0.0118265	0.0113622	0.0443497	0.109116	0.0587964	0.0756454	0.0849023	0.0734529	0.138597	
1.54707	0.0172945	-0.0694173	0.131343	0.303921	5.53698	7.21528	2.57414	0.33757	0.184799	0.0903131	0.111159	0.00721081	0.00981629	0.0368881	0.108928	0.0586474	0.0718002	0.080823	0.0666758	0.138487	
1.54732	0.0146447	-0.0680461	0.128206	0.292698	4.89878	6.75333	2.83746	0.344223	0.183411	0.0919324	0.112863	0.00306511	0.0114802	0.0375977	0.10143	0.052341	0.0724182	0.0786256	0.0616623	0.139772	
1.54756	0.0120077	-0.0666749	0.125068	0.286356	4.36203	6.41272	3.14649	0.350876	0.182007	0.0935518	0.114579	0.00663233	0.013144	0.0429382	0.0939312	0.0460461	0.0730476	0.0764394	0.0566599	0.141068	
1.5478	0.00447875	-0.0653037	0.121931	0.276972	3.90873	6.18563	3.50809	0.357513	0.180878	0.0948853	0.116283	0.0151165	0.0102765	0.0453873	0.0954309	0.0397512	0.0736656	0.0682921	0.0516575	0.13393	
1.54805	-0.00305018	-0.0639326	0.118805	0.267587	3.52417	6.06676	3.92759	0.364182	0.179779	0.0962189	0.117998	0.0236128	0.00740895	0.0478363	0.0969423	0.0334563	0.074295	0.0558287	0.046655	0.126791	
1.54829	-0.012541	-0.066276	0.116129	0.258215	3.198	6.04418	4.39591	0.375183	0.185272	0.102149	0.113165	0.0293493	0.0045768	0.0438461	0.0998948	0.0307045	0.0730476	0.044481	0.0403882	0.125067	
1.54853	-0.0220318	-0.0686195	0.113464	0.243973	2.91438	6.11014	4.89776	0.386185	0.195557	0.108078	0.108344	0.0350857	0.00174466	0.0352249	0.102847	0.0279641	0.0718002	0.0374605	0.0341324	0.123354	
1.54877	-0.0220445	-0.0706638	0.1108	0.232774	2.66471	6.26626	5.40684	0.397171	0.203156	0.114008	0.1038	0.0408222	0.00948587	0.029213	0.1058	0.032562	0.0705528	0.0372915	0.0278766	0.121641	
1.54902	-0.0220445	-0.0726957	0.108135	0.221588	2.4445	6.50437	5.90069	0.408173	0.210739	0.119937	0.0992688	0.0465707	0.0172271	0.0232086	0.108752	0.0371599	0.0693207	0.0457882	0.0216208	0.119928	
1.54926	-0.0217515	-0.0719478	0.105458	0.213231	2.24598	6.82361	6.36482	0.424118	0.218628	0.126153	0.094822	0.04874	0.0250627	0.00949097	0.119578	0.0518365	0.065834	0.0503971	0.0191695	0.11135	
1.5495	-0.0263504	-0.0664007	0.102794	0.209743	2.07036	7.2314	6.80763	0.440048	0.226517	0.132368	0.0950274	0.0509093	0.0328983	-0.00421906	0.130404	0.0665246	0.0623627	0.0550174	0.0167293	0.102784	
1.54975	-0.0327838	-0.0590711	0.100129	0.208386	1.91765	7.7314	7.25691	0.455994	0.234711	0.138584	0.101891	0.0556816	0.0402619	-0.0200577	0.141793	0.088551	0.0588799	0.0601672	0.0124256	0.0863112	
1.54999	-0.0392044	-0.051729	0.0974649	0.207042	1.7813	8.33962	7.758	0.471954	0.24292	0.144799	0.108767	0.0558383	0.0476255	-0.0312576	0.153193	0.110577	0.0554047	0.0653283	0.0123813	0.0698379	
1.55023	-0.0448734	-0.0471417	0.0934931	0.202996	1.66143	9.0882	8.35455	0.485367	0.250153	0.154539	0.114132	0.0514275	0.0514961	-0.0299606	0.171283	0.144655	0.0476799	0.0672778	0.0223085	0.057483	
1.55048	-0.0456505	-0.0473412	0.0895338	0.198951	1.55136	10.0106	9.10041	0.498795	0.262192	0.164279	0.119509	0.0470166	0.0478143	-0.0209579	0.198371	0.178743	0.0399551	0.0692273	0.0407653	0.0535734	
1.55072	-0.0421472	-0.0541223	0.0855744	0.192774	1.44447	11.1576	10.0493	0.516861	0.273926	0.178305	0.118204	0.0397135	0.0408283	-0.0133972	0.229396	0.212007	0.0322304	0.0711769	0.0570925	0.0589766	
1.55096	-0.0337392	-0.060891	0.0816151	0.181741	1.34249	12.5964	11.2755	0.534943	0.280869	0.192331	0.112271	0.0370501	0.0338424	-0.0104523	0.260421	0.24527	0.0245171	0.0731376	0.0691604	0.0643798	
1.55121	-0.023	-0.0647802	0.0921858	0.169173	1.24859	14.42	12.8616	0.56134	0.285309	0.202262	0.104972	0.0445943	0.0359193	-0.0149307	0.288259	0.271734	0.0167885	0.0750872	0.074917	0.0754828	
1.55145	-0.0122607	-0.0638702	0.102769	0.156605	1.16451	16.7323	14.9018	0.587753	0.284958	0.20762	0.0976858	0.0521385	0.0379962	-0.0193939	0.316097	0.285	0.00907516	0.0770479	0.0806848	0.0865967	
1.55169	-0.00121573	-0.0587844	0.113352	0.150733	1.09291	19.6392	17.4977	0.609497	0.27742	0.207929	0.0874872	0.062575	0.0400731	-0.0264664	0.333438	0.289093	0.0013504	0.0789974	0.0861863	0.0977106	
1.55194	0.00984204	-0.0488994	0.123935	0.149744	1.03112	23.2314	20.7306	0.631271	0.269882	0.208239	0.0819408	0.0683959	0.04215	-0.0289078	0.341791	0.293187	-0.00636292	0.0809582	0.0916879	0.108825	
1.55218	0.013804	-0.0412581	0.126849	0.147994	0.977386	27.5359	24.6429	0.65332	0.265167	0.201142	0.0837896	0.0660458	0.045702	-0.0248184	0.343315	0.294586	-0.00441742	0.0848572	0.105164	0.12588	
1.55242	0.0177659	-0.0336043	0.129774	0.146256	0.928574	32.4798	29.1922	0.6754	0.260452	0.194046	0.0856505	0.0636958	0.0492658	-0.0161057	0.33584	0.288646	-0.00247192	0.0887562	0.118652	0.142946	
1.55267	0.0217278	-0.0277581	0.123126	0.146954	0.887436	37.8155	34.1939	0.706757	0.255753	0.186949	0.0878014	0.0610565	0.0528296	-0.00970459	0.316929	0.274818	-0.000526428	0.0926553	0.132129	0.16423	
1.55291	0.0256897	-0.0266861	0.11649	0.152521	0.846294	43.0562	39.2658	0.738129	0.251038	0.179853	0.0899523	0.0584293	0.0563934	-0.00330353	0.289021	0.253651	0.00143051	0.0965655	0.145616	0.185513	
1.55315	0.0236387	-0.0300143	0.10745	0.162248	0.806065	47.4799	43.8067	0.77356	0.254501	0.174566	0.0944112	0.056947	0.0576915	0.00309753	0.257738	0.229091	0.00309753	0.090548	0.16211	0.20617	
1.5534	0.0215877	-0.0333301	0.0984236	0.171976	0.765842	50.2675	47.1256	0.809006	0.257996	0.16928	0.0988821	0.0554767	0.0589895	0.0094986	0.226455	0.204531	0.00476456	0.0845417	0.178615	0.226839	
1.55364	0.0222883	-0.0369575	0.098959	0.176529	0.725624	50.8189	48.6767	0.85141	0.261169	0.163993	0.103353	0.0539944	0.0602876	0.0185013	0.19461	0.178044	0.00941467	0.0871786	0.195108	0.238546	
1.55388	0.0181099	-0.0405725	0.0994943	0.172965	0.685406	49.0258	48.2502	0.898483	0.264343	0.158718	0.107824	0.0525241	0.0615857	0.0228958	0.162765	0.147154	0.00960159	0.0898268	0.211613	0.250253	
1.55413	0.00683555	-0.0449478	0.103005	0.16041	0.647526	45.3134	46.0325	0.951447	0.265488	0.151288	0.113008	0.0528977	0.06476	0.0198593	0.139028	0.117962	0.0126648	0.0974671	0.215905	0.254613	
1.55437	-0.00443876	-0.0493107	0.106529	0.142997	0.609657	40.4435	42.4892	1.00908	0.26181	0.143858	0.118204	0.0532713	0.0679462	0.0168304	0.11529	0.0961071	0.0231857	0.105107	0.220209	0.250549	
1.55461	-0.0157131	-0.053686	0.11004	0.125077	0.581608	35.181	38.1704	1.07164	0.260849	0.136428	0.12311	0.0539342	0.0711324	0.013504	0.0915528	0.0835174	0.0292358	0.112748	0.215983	0.237173	
1.55486	-0.0269874	-0.0580489	0.113564	0.112027	0.553558	30.0792	33.5743	1.13887	0.259903	0.128999	0.128016	0.054609	0.0743186	0.0101852	0.0678153	0.0753306	0.0352936	0.120399	0.211768	0.223797	
1.5551	-0.0304143	-0.0624242	0.110501	0.107499	0.530613	25.4388	29.0772	1.2115	0.256805	0.126903	0.127013	0.0528616	0.0707076	0.0114822	0.0478272	0.0641167	0.0418091	0.119746	0.198846	0.207422	
1.55534	-0.0289492	-0.0667871	0.10745	0.102972	0.507675	21.3723	24.9306	1.29346	0.253754	0.124807	0.121382	0.0557539	0.0670966	0.0127869	0.027839	0.0529029	0.0483208	0.119103	0.185935	0.191059	
1.55559	-0.0302359	-0.0711625	0.1044	0.0987487	0.484741	17.9018	21.2708	1.3817	0.251007	0.122712	0.118651	0.0652866	0.0634856	0.0140839	0.016849	0.0419642	0.0548363	0.109795	0.173013	0.178913	
1.55583	-0.0315098	-0.0755253	0.10135	0.0945255	0.461807	14.9919	18.1443	1.47926	0.24823	0.120628	0.11592	0.0748313	0.0598746	0.0153961	0.00585905	0.0310255	0.0613594	0.100498	0.160102	0.166766	
1.55607	-0.0335609	-0.0752885	0.101312	0.0932953	0.446785	12.5908	15.5331	1.58043	0.245636	0.126224	0.117116	0.0823394	0.0585883	0.0151443	0.00448824	0.0290304	0.0614548	0.0920467	0.147802	0.159968	
1.55632	-0.0356119	-0.0750517	0.101287	0.0920652	0.431774	10.6259	13.3881	1.69711	0.247864	0.13182	0.122965	0.0898594	0.0573138	0.0148926	0.00311742	0.0270353	0.0615463	0.0835951	0.135501	0.153182	
1.55656	-0.0376629	-0.0748148	0.10125	0.090835	0.416767	9.02615	11.6488	1.83238	0.256653	0.137417	0.128813	0.0999826	0.0560394	0.0146408	0.0107448	0.0294432	0.0616417	0.0751435	0.1232	0.150612	
1.5568	-0.039714	-0.074578	0.101225	0.0896048	0.40176	7.72478	10.2539	1.99559	0.265442	0.143013	0.130022	0.105478	0.0547649	0.014389	0.0183722	0.0318511	0.0617447	0.0667031	0.110899	0.148042	
1.55705	-0.0407459	-0.0743411	0.101188	0.0843163	0.3941	6.65827	9.13889	2.18512	0.278214	0.146323	0.120874	0.106635	0.0534904	0.0141296	0.0297488	0.0369191	0.0543823	0.0633	0.10268	0.142298	
1.55729	-0.0417777	-0.0741043	0.101163	0.0790278	0.386456	5.78522	8.25854	2.40878	0.286209	0.149633	0.111739	0.107792	0.052216	0.0138779	0.0411254	0.0419871	0.0470161	0.059908	0.0944609	0.136566	
1.55753	-0.0409752	-0.0738674	0.101138	0.0737393	0.378811	5.06094	7.57131	2.66887	0.287628	0.152943	0.107244	0.10866	0.0509415	0.0136261	0.052502	0.0543935	0.0396538	0.0565048	0.0862418	0.122399	
1.55778	-0.0352679	-0.0736306	0.101113	0.0684636	0.371166	4.45144	7.0456	2.97548	0.289047	0.156265	0.110482	0.109527	0.049667	0.0133896	0.0638786	0.0667998	0.032299	0.0531129	0.0780228	0.108232	
1.55802	-0.0274842	-0.0698536	0.0904427	0.07048	0.355736	3.9371	6.65857	3.32996	0.290955	0.161433	0.118107	0.113902	0.0568772	0.00668335	0.0637263	0.075858	0.0301552	0.0428583	0.0661212	0.0877279	
1.55826	-0.0245924	-0.0660766	0.0797849	0.0724965	0.340317	3.50476	6.39039	3.72475	0.297638	0.1666	0.125744	0.118289	0.0640992	-1.52588e-05	0.063574	0.0849162	0.0280113	0.0326037	0.0542197	0.0672352	
1.5585	-0.0279174	-0.0622996	0.0691146	0.074513	0.324898	3.1384	6.2281	4.14627	0.313126	0.172054	0.136474	0.117758	0.0713212	-0.00643158	0.0634217	0.0895715	0.0238152	0.0310035	0.0508367	0.0504325	
1.55875	-0.0312423	-0.0585226	0.0584568	0.0765294	0.309483	2.82779	6.16029	4.57712	0.336578	0.177507	0.142565	0.109515	0.0785432	-0.0128479	0.0632694	0.0942267	0.0241089	0.0294146	0.0474537	0.0420641	
1.55899	-0.0350769	-0.0536487	0.0549581	0.0725599	0.294662	2.5598	6.18312	5.00446	0.362045	0.188295	0.147966	0.0974157	0.0857652	-0.0172348	0.0631171	0.0961301	0.0370636	0.0323219	0.0556062	0.0398347	
1.55923	-0.0307582	-0.0487747	0.0514719	0.0685904	0.279861	2.32132	6.29432	5.41631	0.387543	0.203655	0.153379	0.085316	0.0929871	-0.0170135	0.0629648	0.0980335	0.0574799	0.0352405	0.0637587	0.0376163	
1.55948	-0.0212419	-0.0507816	0.0479857	0.0672081	0.265057	2.10733	6.48932	5.81157	0.403931	0.227111	0.158503	0.0793868	0.100209	-0.0193787	0.0628124	0.100212	0.0739822	0.0381479	0.0716449	0.035925	
1.55972	-0.0117129	-0.0575752	0.0444995	0.0609684	0.250252	1.9163	6.76661	6.19754	0.420319	0.25058	0.163626	0.0780852	0.107431	-0.0217361	0.0626601	0.102391	0.0904922	0.0410665	0.0795313	0.0342338	
1.55996	-0.00717771	-0.0652414	0.0483966	0.0497193	0.235676	1.74731	7.12787	6.60469	0.433594	0.269047	0.171747	0.0805437	0.107112	-0.0179596	0.0573877	0.108559	0.114635	0.0318148	0.0833912	0.0373307	
1.56021	-0.00262979	-0.0728951	0.0522937	0.0360479	0.221115	1.59965	7.58971	7.05992	0.446899	0.287515	0.179867	0.0830142	0.106806	-0.0141678	0.0521154	0.119131	0.138779	0.0225631	0.083003	0.0404387	
1.56045	-0.000833541	-0.083553	0.0561907	0.0210068	0.213612	1.46991	8.17114	7.59935	0.460205	0.296838	0.187987	0.0883771	0.106487	-0.0103912	0.046843	0.136949	0.163204	0.0133114	0.0850106	0.0435466	
1.56069	0.00585461	-0.0894117	0.0601003	0.0108356	0.211018	1.35495	8.9019	8.27057	0.47348	0.306161	0.196119	0.0891122	0.10618	-0.00659943	0.0415823	0.163574	0.187637	0.00407094	0.0870182	0.0466546	
1.56094	0.0128357	-0.0882026	0.0651926	0.00720853	0.205032	1.25308	9.81168	9.1284	0.48877	0.310817	0.199793	0.0827129	0.105578	0.00180054	0.0340604	0.194051	0.218403	-0.000673234	0.0906231	0.0497516	
1.56118	0.0198296	-0.086981	0.0702974	0.0084514	0.199062	1.16269	10.95	10.2328	0.504074	0.315472	0.203478	0.0763136	0.104988	0.0102081	0.0265502	0.224528	0.253639	-0.00541741	0.0942279	0.0528595	
1.56142	0.0271293	-0.0854602	0.0753898	0.014412	0.193398	1.08091	12.3889	11.6548	0.528961	0.320128	0.206572	0.0762775	0.106947	0.0186234	0.0190283	0.257481	0.288036	-0.00150713	0.100229	0.0559675	
1.56167	0.0344289	-0.0839395	0.0804946	0.0252426	0.187737	1.00406	14.2147	13.4722	0.553818	0.324784	0.209677	0.0808691	0.104375	0.0270309	0.0115181	0.286032	0.31797	0.00241444	0.10197	0.0590754	
1.56191	0.0325944	-0.0830295	0.0836197	0.0371259	0.182674	0.933144	16.5296	15.7739	0.587723	0.328629	0.210982	0.0818332	0.0957485	0.0317764	0.00727674	0.308941	0.340996	0.00695577	0.0970009	0.063051	
1.56215	0.0307727	-0.082107	0.0867448	0.0514567	0.177624	0.870419	19.4387	18.6322	0.621643	0.332475	0.203007	0.0828093	0.087134	0.0365295	0.0030354	0.323044	0.350597	0.0114971	0.0920428	0.0670375	
1.5624	0.028951	-0.0811971	0.0898699	0.0692879	0.172573	0.81702	23.019	22.0901	0.655579	0.327177	0.190972	0.0840748	0.0782245	0.0456009	-0.00120593	0.325957	0.350319	0.0160384	0.0870848	0.071024	
1.56264	0.0271293	-0.0802746	0.0930075	0.0871191	0.167522	0.768555	27.2788	26.1357	0.689468	0.321878	0.178948	0.0853402	0.0693269	0.0469818	-0.00543555	0.320063	0.342594	0.0205911	0.0821267	0.0750105	
1.56288	0.0201991	-0.0756749	0.0921484	0.102262	0.170029	0.725201	32.1237	30.6504	0.715988	0.314865	0.16962	0.0892086	0.0644768	0.038826	-0.00742733	0.308024	0.325161	0.0269354	0.0840013	0.0839061	
1.56313	0.0132816	-0.0710627	0.0913018	0.112534	0.172546	0.681843	37.2824	35.3621	0.742523	0.307852	0.160303	0.0930772	0.0596386	0.0306778	-0.0094074	0.291581	0.30027	0.0332798	0.090135	0.0928126	
