	1\nnew_experiment\n	2\nnew_experiment\n	3\nnew_experiment\n	4\nnew_experiment\n	5\nnew_experiment\n	6\nnew_experiment\n	7\nnew_experiment\n	8\nnew_experiment\n	9\nnew_experiment\n	10\nnew_experiment\n	11\nnew_experiment\n	12\nnew_experiment\n	13\nnew_experiment\n	14\nnew_experiment\n	15\nnew_experiment\n	16\nnew_experiment\n	17\nnew_experiment\n	18\nnew_experiment\n	19\nnew_experiment\n	20\nnew_experiment\n	
3.69522	0.275215	1.73766	5.36493	2.6914	0.319672	0.0268135	0.22634	0.0980835	0.123489	-0.0451278	0.16927	0.0975965	0.171237	0.166901	-0.0219557	0.0611126	0.0100441	0.069464	-0.03934	0.0544519	
3.69546	0.270247	1.79708	5.77369	2.94413	0.344406	0.0263519	0.225531	0.0942993	0.126984	-0.0372573	0.171445	0.0949331	0.168429	0.162384	-0.0227289	0.0603558	0.0087738	0.0718981	-0.0398502	0.0555941	
3.6957	0.271597	1.87743	6.29479	3.24331	0.372711	0.0258789	0.227007	0.0990143	0.125961	-0.0210044	0.184628	0.0909079	0.173916	0.157776	-0.0212644	0.0638071	0.0124321	0.070805	-0.0356575	0.0560334	
3.69595	0.272947	1.98173	6.95774	3.60582	0.405937	0.0254173	0.228483	0.108414	0.124939	-0.00932375	0.197811	0.0868948	0.179415	0.153168	-0.0197881	0.0672699	0.0205765	0.0697232	-0.0314647	0.0522555	
3.69619	0.264514	2.11395	7.80297	4.05234	0.447041	0.0249405	0.229959	0.112564	0.121552	-0.00659707	0.220275	0.0921251	0.185197	0.156647	-0.0183236	0.0707212	0.0284424	0.0643029	-0.027272	0.0424155	
3.69643	0.256093	2.27649	8.88566	4.60761	0.499596	0.0244827	0.231435	0.121368	0.122925	-0.00844264	0.24275	0.0973675	0.19098	0.173996	-0.0168473	0.074184	0.0318336	0.0588938	-0.0230682	0.0325755	
3.69667	0.242055	2.47611	10.2737	5.31335	0.55912	0.0246353	0.234684	0.139328	0.135773	-0.00931184	0.267147	0.108696	0.207123	0.201027	-0.0084701	0.0796533	0.029213	0.0544877	-0.0149379	0.0266451	
3.69692	0.228028	2.72519	12.0426	6.22851	0.630112	0.0247879	0.237934	0.157288	0.153442	-0.00102465	0.291544	0.120024	0.227798	0.235756	-8.11592e-05	0.0851226	0.0221252	0.0500816	-0.0068076	0.0207147	
3.69716	0.21399	3.03471	14.2577	7.42875	0.716648	0.0249405	0.241184	0.175552	0.168732	0.0165023	0.317971	0.131642	0.245923	0.269135	0.00830778	0.090592	0.0172691	0.05433	0.00132272	0.0147844	
3.6974	0.199964	3.40327	16.9462	9.00725	0.821186	0.0251083	0.244433	0.193802	0.184006	0.0340292	0.33977	0.143259	0.264061	0.297897	0.0166967	0.0960613	0.0124207	0.0585896	0.00945303	0.008865	
3.69765	0.191021	3.8135	20.055	11.0581	0.946781	0.0228043	0.251206	0.216217	0.204056	0.048508	0.351987	0.157769	0.283414	0.322609	0.0218988	0.0978615	0.0117569	0.062297	0.00702392	3.53456e-05	
3.69789	0.18209	4.24767	23.4236	13.656	1.10348	0.0205116	0.257979	0.238647	0.224121	0.0538423	0.354923	0.176907	0.302767	0.33963	0.0271009	0.0996616	0.0111046	0.0660157	0.0045948	-0.00878333	
3.69813	0.17316	4.67127	26.7264	16.8173	1.30272	0.0182037	0.267323	0.26474	0.246872	0.0551759	0.352252	0.19913	0.321459	0.349136	0.0233048	0.101462	0.01017	0.065396	0.00500521	-0.0112873	
3.69838	0.16423	5.02308	29.4508	20.4541	1.54942	0.0159111	0.272097	0.283112	0.264832	0.0565094	0.340314	0.22598	0.340163	0.350952	0.0195087	0.103262	0.0092392	0.0647874	0.0125255	-0.00956306	
3.69862	0.157631	5.23133	31.0072	24.2974	1.85062	0.0160141	0.266966	0.283142	0.272476	0.0556878	0.321935	0.251336	0.350642	0.345154	0.0126546	0.103824	0.00559235	0.0647536	0.0209664	-0.00464305	
3.69886	0.151045	5.24013	30.9747	27.8501	2.21238	0.0161171	0.261836	0.272324	0.280121	0.0548782	0.298915	0.261267	0.350548	0.33165	0.00581219	0.104386	-0.0025177	0.0647198	0.025148	0.00450508	
3.69911	0.144446	5.0417	29.3278	30.4367	2.62753	0.0162201	0.25642	0.267136	0.28743	0.044924	0.268936	0.257314	0.339502	0.315353	-0.00103018	0.104948	-0.00784302	0.064686	0.0222308	0.0139058	
3.69935	0.13786	4.67895	26.4776	31.4666	3.07703	0.0163345	0.251004	0.261932	0.294769	0.0349699	0.238968	0.244106	0.320916	0.294441	-0.00787256	0.105509	-0.0131569	0.0646635	0.0193137	0.0191004	
3.69959	0.135337	4.21905	23.0424	30.7434	3.5206	0.0205345	0.245588	0.248306	0.299683	0.029588	0.209182	0.222317	0.302791	0.280167	-0.0105908	0.0994667	-0.0138206	0.0665228	0.0117823	0.0177825	
3.69984	0.132828	3.72565	19.5609	28.5772	3.89709	0.0247498	0.240172	0.23468	0.304626	0.024206	0.184036	0.1959	0.284665	0.2659	-0.013309	0.0934241	-0.00999832	0.0683935	0.00425096	0.0164756	
3.70008	0.130318	3.24301	16.3536	25.5773	4.15125	0.0289497	0.23447	0.221344	0.309082	0.0188241	0.166526	0.171508	0.263518	0.248741	-0.00702897	0.0873814	-0.00841522	0.0702528	0.00381838	0.0148942	
3.70032	0.127808	2.79071	13.5399	22.3324	4.2565	0.033165	0.228768	0.208023	0.313522	0.0134422	0.15831	0.147116	0.246915	0.236214	-0.000748992	0.0813388	-0.00682831	0.0721234	0.00339688	0.0133238	
3.70057	0.126012	2.38079	11.142	19.2161	4.2196	0.0396729	0.221698	0.195709	0.310303	0.0103702	0.153392	0.133919	0.237344	0.237305	-0.00114734	0.0773715	0.00127029	0.0747491	0.00642496	0.0192871	
3.70081	0.124216	2.02352	9.14723	16.3969	4.06978	0.0461922	0.210056	0.18808	0.299088	0.00729826	0.148486	0.120735	0.227786	0.238411	-0.0015457	0.0734157	0.013855	0.077386	0.00946413	0.0252614	
3.70105	0.122419	1.72089	7.52305	13.9301	3.8363	0.0526962	0.201272	0.177811	0.292099	0.00422628	0.144148	0.107551	0.224741	0.237198	-0.00194407	0.0694599	0.0236397	0.0800229	0.0125033	0.0251735	
3.7013	0.120623	1.47413	6.22557	11.8254	3.53901	0.0592155	0.192487	0.167557	0.28508	0.0011543	0.139822	0.0943667	0.226228	0.240616	-0.00233071	0.0655041	0.0334282	0.0826598	0.0155424	0.0208685	
3.70154	0.118827	1.27761	5.20319	10.0782	3.20776	0.0583458	0.189225	0.157578	0.265884	-0.00191768	0.131617	0.0813632	0.227432	0.24604	-0.00741562	0.0637498	0.0355721	0.0852967	0.00837712	0.0148063	
3.70178	0.117031	1.11462	4.40235	8.66702	2.8716	0.0574875	0.190535	0.147598	0.241928	-0.00498964	0.123424	0.0683718	0.224104	0.25148	-0.0124888	0.0619955	0.0332451	0.0879336	0.00121179	0.0087442	
3.70203	0.115234	0.977934	3.77343	7.54905	2.55262	0.0566177	0.189273	0.137924	0.220932	-0.00806162	0.115219	0.0646358	0.217378	0.257195	-0.0175737	0.0602411	0.0335693	0.0905705	-0.00595354	4.63277e-05	
3.70227	0.113438	0.865198	3.27997	6.67621	2.2582	0.0557594	0.188011	0.12825	0.199936	-0.0111217	0.107027	0.0608999	0.20612	0.262924	-0.0226469	0.0584868	0.0338974	0.0932074	-0.0131189	-0.00443439	
3.70251	0.112559	0.770249	2.88496	6.00246	2.00109	0.0624199	0.190321	0.128052	0.190399	-0.00809735	0.09829	0.0596586	0.195889	0.271629	-0.0182181	0.0620872	0.0355606	0.0899282	-0.0156811	0.000782132	
3.70276	0.11168	0.689661	2.56805	5.4862	1.78817	0.0690918	0.19263	0.132523	0.185623	-0.005073	0.0895656	0.0584293	0.190201	0.280334	-0.0137893	0.065699	0.0394783	0.0866602	-0.0182322	0.00600964	
3.703	0.110801	0.628019	2.31429	5.09329	1.62372	0.0757523	0.194939	0.134369	0.178162	-0.00204864	0.0901094	0.0572001	0.181681	0.28875	-0.00936054	0.0693109	0.0393372	0.0833923	-0.0207833	0.0115007	
3.70324	0.109922	0.583942	2.10994	4.80266	1.50348	0.0824242	0.197248	0.13623	0.170731	0.000975698	0.0906652	0.0559708	0.173161	0.297173	-0.00492003	0.0729227	0.0436707	0.0801243	-0.0233344	0.0169918	
3.70349	0.116279	0.548727	1.94243	4.59441	1.41615	0.0897026	0.201557	0.138367	0.163528	0.00400005	0.100683	0.0558865	0.162375	0.300194	0.00175831	0.0640594	0.0524826	0.0804624	-0.0258856	0.0213407	
3.70373	0.122636	0.518312	1.80839	4.45273	1.35665	0.0969887	0.205866	0.140503	0.156403	0.00702441	0.110712	0.0558142	0.151589	0.298607	0.00844838	0.0551961	0.0568161	0.0808004	-0.0284367	0.0256897	
3.70397	0.133885	0.495862	1.70504	4.36176	1.32086	0.104877	0.210175	0.142654	0.149551	0.0100487	0.120729	0.0557419	0.138254	0.301918	0.0151267	0.0463328	0.0652046	0.0811385	-0.0309878	0.0281936	
3.70422	0.145134	0.473424	1.62878	4.32112	1.30964	0.112782	0.214484	0.144791	0.142685	0.013085	0.130759	0.0556696	0.129451	0.300613	0.0218168	0.0374695	0.0713577	0.0814766	-0.0335389	0.0264804	
3.70446	0.148675	0.456596	1.57227	4.32826	1.32196	0.120327	0.219519	0.14505	0.143967	0.0134065	0.131375	0.0488364	0.129073	0.289757	0.0223909	0.0405195	0.071476	0.083843	-0.034271	0.0206159	
3.7047	0.152217	0.43978	1.53329	4.38248	1.35556	0.137718	0.224555	0.145309	0.150055	0.013728	0.132003	0.0420153	0.128696	0.2743	0.0229767	0.0435694	0.0716019	0.0862207	-0.034992	0.0147624	
3.70495	0.145974	0.422964	1.51305	4.48925	1.41084	0.15971	0.225019	0.145554	0.153397	0.0140495	0.13262	0.0444497	0.128318	0.258537	0.0240312	0.0466194	0.0715904	0.0885985	-0.0357129	0.0104904	
3.70519	0.139732	0.406148	1.51034	4.64634	1.4874	0.181717	0.225483	0.145828	0.156799	0.0143709	0.133248	0.0468841	0.127952	0.247406	0.0250857	0.0496809	0.071579	0.0909762	-0.0364339	0.0104354	
3.70543	0.138891	0.390131	1.52733	4.85254	1.58871	0.204014	0.225662	0.146072	0.160461	0.0185026	0.139278	0.0556696	0.132956	0.244446	0.0265151	0.0549323	0.0790253	0.09101	-0.0321857	0.0153005	
3.70568	0.138051	0.374113	1.57143	5.11556	1.71457	0.231247	0.22584	0.146332	0.164139	0.0226343	0.14532	0.0644671	0.13344	0.241493	0.0354429	0.0601953	0.0864716	0.0910438	-0.0279375	0.0201656	
3.70592	0.146994	0.367668	1.64362	5.4496	1.86067	0.260307	0.23059	0.146591	0.167831	0.026766	0.151349	0.0732646	0.127681	0.236511	0.0526192	0.0654468	0.0936394	0.0867504	-0.0236894	0.0192322	
3.70616	0.155937	0.361223	1.73971	5.86967	2.02805	0.299221	0.235339	0.146851	0.171524	0.0309096	0.157391	0.0820622	0.121934	0.23616	0.0742945	0.0707097	0.100803	0.082457	-0.0194412	0.0140815	
3.7064	0.167682	0.365287	1.85876	6.39683	2.22253	0.345856	0.242564	0.145065	0.183456	0.0388515	0.154576	0.0978375	0.124153	0.251686	0.0973172	0.0727048	0.102879	0.0806765	-0.0208831	0.011951	
3.70665	0.179428	0.369363	2.00172	7.06197	2.45137	0.397423	0.24979	0.143295	0.195435	0.0467934	0.151772	0.113625	0.130903	0.271843	0.120352	0.0746999	0.100491	0.0789073	-0.022314	0.00983143	
3.70689	0.18139	0.373439	2.17057	7.90771	2.72869	0.452152	0.255015	0.14151	0.207397	0.0547353	0.148957	0.129412	0.135104	0.287079	0.143386	0.076695	0.0993576	0.0814653	-0.0237448	0.0116654	
3.70713	0.183352	0.377516	2.3729	8.98883	3.06984	0.516731	0.25567	0.13974	0.21936	0.0626772	0.146153	0.1452	0.139316	0.306946	0.16642	0.0787016	0.100468	0.0840233	-0.0251757	0.020528	
3.70738	0.18032	0.368628	2.61844	10.379	3.49913	0.594517	0.251563	0.142609	0.234924	0.0774775	0.149331	0.160011	0.154563	0.334305	0.186081	0.0706065	0.0997543	0.0854094	-0.0287362	0.0319385	
3.70762	0.177288	0.35974	2.90383	12.1669	4.0479	0.688709	0.247457	0.145477	0.250488	0.0922777	0.152521	0.174834	0.169821	0.361687	0.201242	0.0625229	0.0990448	0.0867955	-0.0322966	0.0391318	
3.70786	0.169364	0.350852	3.21522	14.4226	4.76234	0.799999	0.249635	0.148361	0.265732	0.107078	0.155699	0.189368	0.185068	0.388855	0.208154	0.0632338	0.10099	0.0795271	-0.0358571	0.0430744	
3.70811	0.16144	0.341964	3.53459	17.1701	5.70098	0.934258	0.256384	0.15123	0.281021	0.12189	0.15889	0.203902	0.200326	0.416039	0.207568	0.0639562	0.0984612	0.0722587	-0.0394176	0.0427999	
3.70835	0.157185	0.335507	3.83541	20.3514	6.94297	1.10229	0.261931	0.14801	0.302689	0.135702	0.165403	0.213266	0.215855	0.436234	0.200375	0.068061	0.0871811	0.0695316	-0.0364561	0.0401751	
3.70859	0.15293	0.32905	4.08206	23.7761	8.57605	1.31131	0.267478	0.144775	0.319534	0.149514	0.171928	0.218002	0.231385	0.448723	0.193181	0.0721659	0.0759048	0.0668158	-0.0334946	0.0375504	
3.70884	0.148675	0.322593	4.23098	27.0431	10.687	1.57023	0.273311	0.14415	0.324097	0.163326	0.184821	0.213965	0.246631	0.454475	0.17652	0.0762708	0.0643425	0.068416	-0.030533	0.0346621	
3.70908	0.14442	0.316136	4.24923	29.5472	13.3297	1.88653	0.279155	0.138885	0.320709	0.17715	0.202367	0.202215	0.261878	0.452522	0.159859	0.0803871	0.052784	0.0700274	-0.0275604	0.0317848	
3.70932	0.142306	0.30569	4.12643	30.6625	16.4904	2.25468	0.278703	0.13623	0.307526	0.187152	0.220383	0.185548	0.276275	0.445183	0.144136	0.0813732	0.0546494	0.0718981	-0.0284145	0.0304779	
3.70957	0.140191	0.295244	3.87933	30.0603	20.0356	2.65726	0.278251	0.133575	0.28952	0.197154	0.233772	0.164253	0.28614	0.437843	0.128413	0.0823707	0.0565147	0.07378	-0.0292686	0.029182	
3.70981	0.138076	0.284798	3.54298	27.9086	23.6407	3.05266	0.277798	0.130341	0.276428	0.198011	0.240394	0.145079	0.285904	0.420784	0.112689	0.0833568	0.0583763	0.0670074	-0.0301226	0.0278751	
3.71005	0.135961	0.274352	3.1652	24.7603	26.7828	3.3907	0.277358	0.127121	0.258545	0.19888	0.236189	0.125917	0.270575	0.403717	0.0969774	0.0843544	0.0602531	0.0602348	-0.0309656	0.0265792	
3.7103	0.142713	0.26625	2.77909	21.261	28.8584	3.62206	0.280477	0.123596	0.240677	0.193689	0.224286	0.103851	0.248295	0.384727	0.0854251	0.0919908	0.0534477	0.0562907	-0.0313538	0.0276884	
3.71054	0.149465	0.258147	2.40893	17.8754	29.4498	3.73701	0.283595	0.115417	0.222778	0.188497	0.207756	0.081785	0.226016	0.365738	0.0738727	0.0996272	0.0466423	0.0523579	-0.031742	0.0287976	
3.71078	0.156217	0.250045	2.06465	14.8343	28.5184	3.74971	0.286714	0.105499	0.201874	0.174161	0.193147	0.0651179	0.203358	0.346748	0.0713185	0.107264	0.0398369	0.0570683	-0.0363895	0.0299068	
3.71103	0.162969	0.241942	1.75545	12.2056	26.4071	3.67879	0.289844	0.103333	0.185806	0.159837	0.17855	0.0561637	0.180701	0.327759	0.0687644	0.114912	0.0330353	0.0617899	-0.0410259	0.031027	
3.71127	0.169109	0.242615	1.49285	9.98753	23.6429	3.52938	0.298296	0.107361	0.181412	0.142263	0.174284	0.0587788	0.162292	0.325142	0.0661165	0.112091	0.0307045	0.0665003	-0.0457621	0.0274798	
3.71151	0.175249	0.243289	1.27808	8.15583	20.7036	3.30619	0.306747	0.111404	0.176987	0.124688	0.170031	0.0691069	0.152946	0.322517	0.0634686	0.109282	0.0283737	0.0712219	-0.0504983	0.0239435	
3.71176	0.18139	0.243962	1.10632	6.68288	17.8921	3.02296	0.315199	0.115631	0.172867	0.107114	0.165777	0.0755785	0.151058	0.319893	0.0675693	0.106461	0.0349922	0.0672891	-0.0521288	0.0180241	
3.712	0.18753	0.244635	0.969638	5.51837	15.3474	2.7086	0.323662	0.119858	0.168777	0.089551	0.161524	0.0820622	0.153713	0.317268	0.0761808	0.103652	0.0416222	0.0633563	-0.0466495	0.0163329	
3.71224	0.19032	0.243675	0.861167	4.60172	13.1178	2.39021	0.334256	0.115494	0.162369	0.0708215	0.153972	0.0811101	0.154103	0.317429	0.0948451	0.104386	0.055336	0.0575866	-0.0363895	0.0173213	
3.71249	0.19311	0.242715	0.775021	3.88961	11.2204	2.08657	0.34485	0.106476	0.155945	0.052092	0.146419	0.0801701	0.154504	0.317581	0.118008	0.10512	0.0690498	0.0518283	-0.0261296	0.0183206	
3.71273	0.186116	0.241755	0.705197	3.33618	9.64743	1.81757	0.355444	0.100067	0.149536	0.0382205	0.138867	0.079218	0.155176	0.317741	0.14089	0.114659	0.0720444	0.0547131	-0.015426	0.0219557	
3.71297	0.179122	0.240796	0.651323	2.90938	8.37719	1.59612	0.36605	0.0936737	0.143112	0.0319812	0.131315	0.078278	0.155861	0.317894	0.159274	0.124211	0.067585	0.0576092	-0.00471124	0.0213737	
3.71322	0.172536	0.235847	0.608891	2.5759	7.37265	1.42589	0.378548	0.091629	0.141495	0.0307786	0.138456	0.0750121	0.146715	0.304192	0.17072	0.126596	0.0578079	0.0668947	-0.00279236	0.0185073	
3.71346	0.16595	0.230898	0.576033	2.31061	6.58576	1.29993	0.391047	0.0895996	0.139862	0.029576	0.145598	0.0717582	0.137582	0.290482	0.173169	0.128992	0.0480309	0.0761915	-0.000873461	0.015641	
3.7137	0.159873	0.225949	0.548343	2.09727	5.96986	1.21127	0.394403	0.0875549	0.138245	0.0288497	0.152739	0.0685043	0.128448	0.276779	0.170463	0.131377	0.0467377	0.0811611	0.00104542	0.0125111	
3.71395	0.153796	0.221001	0.520665	1.91965	5.48652	1.15378	0.397772	0.0855255	0.136627	0.0281353	0.159893	0.0652504	0.119314	0.263069	0.15877	0.133773	0.0454559	0.0861306	0.0029754	0.00938116	
3.71419	0.151108	0.224877	0.491132	1.77503	5.11169	1.1224	0.408795	0.0895844	0.139893	0.029076	0.162394	0.0590922	0.112576	0.249939	0.146175	0.132397	0.0464935	0.0861757	-0.00196047	0.00426348	
3.71443	0.156574	0.228754	0.461611	1.65965	4.82358	1.11233	0.419817	0.0936584	0.143158	0.0300166	0.164895	0.0529459	0.10585	0.236816	0.133579	0.131021	0.0475273	0.086232	-0.00689633	-0.000843227	
3.71468	0.167236	0.232631	0.436859	1.57308	4.60952	1.11927	0.439981	0.0950928	0.146439	0.0309573	0.167396	0.0467877	0.108175	0.223686	0.120422	0.129646	0.0485649	0.0862771	-0.0118322	-0.00410493	
3.71492	0.177899	0.236507	0.41212	1.50924	4.45929	1.14425	0.460158	0.101196	0.149704	0.0319098	0.169898	0.0406414	0.110511	0.210556	0.107264	0.128281	0.0496025	0.0863335	-0.016757	-0.00314948	
3.71516	0.189377	0.237991	0.391153	1.4673	4.36305	1.18541	0.485464	0.109329	0.150574	0.0305643	0.172399	0.0393037	0.117556	0.197716	0.0981374	0.122502	0.0512009	0.0861081	-0.0212492	0.00272597	
3.71541	0.200855	0.239474	0.370198	1.43511	4.31755	1.24461	0.510771	0.117462	0.151459	0.0292188	0.1749	0.0379781	0.124613	0.184875	0.0890103	0.116735	0.0527954	0.085894	-0.0257414	0.00860143	
3.71565	0.207442	0.240958	0.349231	1.42037	4.31888	1.32533	0.536648	0.1259	0.152328	0.0278734	0.177402	0.0459079	0.13167	0.169922	0.0776337	0.119762	0.0543938	0.0856799	-0.0302336	0.00630616	
3.71589	0.214028	0.242441	0.328276	1.42187	4.36768	1.43066	0.562538	0.134323	0.153198	0.0265398	0.179915	0.0538377	0.138726	0.159584	0.0707679	0.1228	0.0559998	0.0854657	-0.0347147	0.00401089	
3.71613	0.214882	0.244834	0.314356	1.44136	4.46485	1.56568	0.587488	0.137131	0.156647	0.0269208	0.189413	0.059056	0.138762	0.1642	0.0674053	0.132787	0.0697746	0.0851502	-0.0360679	0.00259419	
3.71638	0.215748	0.24724	0.300436	1.48359	4.61275	1.72859	0.621579	0.139954	0.160095	0.0273137	0.198911	0.0642743	0.138809	0.176537	0.0685418	0.142786	0.0835457	0.084846	-0.0374211	0.00117749	
3.71662	0.226385	0.249646	0.291298	1.55139	4.81895	1.91875	0.661193	0.142776	0.163528	0.0276948	0.208408	0.0694925	0.139411	0.184814	0.0779266	0.161579	0.0973206	0.0845417	-0.0316755	2.43634e-05	
3.71686	0.237035	0.252052	0.282171	1.64192	5.08898	2.14007	0.709961	0.145599	0.166977	0.0280877	0.217918	0.0747108	0.140024	0.193108	0.0963213	0.180383	0.111095	0.0842374	-0.0259188	-0.00112876	
3.71711	0.243392	0.250456	0.277913	1.75922	5.42466	2.39785	0.766907	0.143768	0.16803	0.0337077	0.231573	0.0805075	0.146763	0.202446	0.125952	0.200368	0.117409	0.0839219	-0.0222142	-0.0024576	
3.71735	0.249762	0.248873	0.273655	1.89925	5.84381	2.70647	0.832994	0.141937	0.169083	0.0393397	0.245227	0.0863043	0.162575	0.211792	0.164593	0.220365	0.123726	0.0836177	-0.0185095	0.000430703	
3.71759	0.256119	0.24729	0.278361	2.06567	6.3736	3.08538	0.908604	0.140396	0.17012	0.0498178	0.265262	0.092101	0.185563	0.221146	0.200691	0.229813	0.130039	0.0833134	-0.0190641	0.00911759	
3.71784	0.262488	0.245707	0.28308	2.2678	7.04905	3.56429	0.999462	0.138855	0.171173	0.0679281	0.289949	0.0978977	0.213082	0.230492	0.232302	0.231923	0.136368	0.0830091	-0.0196076	0.0178045	
3.71808	0.268463	0.24471	0.283055	2.50558	7.9228	4.18429	1.10997	0.140503	0.178513	0.0921706	0.313947	0.100513	0.24007	0.237526	0.25345	0.23237	0.137371	0.0825133	-0.0215376	0.0267989	
3.71832	0.274451	0.243725	0.273468	2.78557	9.05673	4.9994	1.24181	0.14682	0.185852	0.116425	0.333305	0.103128	0.262539	0.24456	0.2656	0.232829	0.138371	0.0820287	-0.0234675	0.0315761	
3.71857	0.285317	0.24274	0.259698	3.09479	10.5216	6.08687	1.39537	0.147888	0.192688	0.143239	0.344446	0.105743	0.277254	0.260834	0.272313	0.232818	0.139374	0.0815442	-0.0296568	0.0345083	
3.71881	0.296197	0.241755	0.24594	3.41375	12.3842	7.53666	1.58855	0.153625	0.199539	0.165493	0.347866	0.108358	0.282918	0.277115	0.27004	0.232818	0.140377	0.0810596	-0.0400942	0.0374406	
3.71905	0.313382	0.240758	0.240437	3.69008	14.6914	9.43646	1.82666	0.161682	0.202881	0.182115	0.3447	0.116373	0.277525	0.299835	0.262038	0.22822	0.14138	0.0877759	-0.0460172	0.0448535	
3.7193	0.33058	0.239773	0.234933	3.87877	17.4388	11.8494	2.11658	0.169739	0.198242	0.191129	0.341534	0.124387	0.263081	0.322563	0.249548	0.223633	0.14238	0.0945033	-0.0448415	0.0522665	
3.71954	0.342874	0.238789	0.234211	3.94611	20.5364	14.7795	2.4583	0.178085	0.19809	0.193177	0.337885	0.132401	0.244106	0.338173	0.230017	0.219047	0.143383	0.0969036	-0.0410925	0.0620516	
3.71978	0.35518	0.237804	0.233501	3.88683	23.7404	18.1341	2.83355	0.186432	0.197968	0.187616	0.334248	0.140415	0.225131	0.349159	0.210498	0.21446	0.144398	0.0993039	-0.0373323	0.0676195	
3.72003	0.36932	0.242329	0.232095	3.70848	26.6097	21.658	3.19915	0.186752	0.192245	0.178079	0.327433	0.137366	0.211938	0.353096	0.187076	0.204496	0.139397	0.09252	-0.0395951	0.0652474	
3.72027	0.383461	0.246854	0.2307	3.44247	28.5545	24.9016	3.51296	0.187073	0.186508	0.168553	0.320617	0.134329	0.198744	0.349335	0.163655	0.194532	0.134399	0.0857475	-0.0461171	0.0628752	
3.72051	0.407386	0.251379	0.229306	3.11843	29.0584	27.3036	3.73307	0.187408	0.181061	0.149395	0.304522	0.13128	0.185551	0.336815	0.137985	0.184568	0.129398	0.0746477	-0.0521954	0.0602395	
3.72076	0.43131	0.255916	0.227911	2.77167	27.957	28.3989	3.85871	0.187744	0.175644	0.130249	0.288439	0.128243	0.172358	0.319679	0.116825	0.174604	0.124401	0.0635478	-0.0540034	0.0576038	
3.721	0.456559	0.255455	0.218336	2.42409	25.5481	28.0295	3.90434	0.18808	0.172318	0.112424	0.27215	0.118253	0.166906	0.299835	0.100528	0.171245	0.1194	0.0571246	-0.0501434	0.0517174	
3.72124	0.481809	0.254994	0.208774	2.09924	22.4012	26.3994	3.8799	0.1884	0.173767	0.0946115	0.255861	0.108274	0.161454	0.279999	0.0887408	0.167885	0.114403	0.0507126	-0.0391847	0.0458309	
3.72149	0.509504	0.254532	0.199212	1.79792	19.0804	23.9559	3.78271	0.189011	0.172516	0.0859313	0.239572	0.0982834	0.156003	0.260361	0.0906272	0.164525	0.109406	0.0529552	-0.024854	0.0375724	
3.72173	0.542091	0.254084	0.18965	1.53233	15.9577	21.1763	3.61544	0.189651	0.171326	0.0772631	0.223296	0.0883048	0.150562	0.240723	0.101523	0.161177	0.104416	0.0551977	-0.0105123	0.0335309	
3.72197	0.577175	0.253323	0.182914	1.30594	13.195	18.4094	3.39353	0.196762	0.170425	0.07306	0.215417	0.0892086	0.143411	0.218666	0.118079	0.15924	0.0972748	0.062297	-0.0011064	0.036562	
3.72222	0.617151	0.252563	0.176191	1.12176	10.8365	15.8475	3.13203	0.208511	0.169525	0.0688688	0.207538	0.0901246	0.13626	0.204323	0.134634	0.157302	0.0901299	0.0694076	0.00829948	0.0395931	
3.72246	0.662019	0.261376	0.174248	0.975317	8.8751	13.5755	2.84481	0.217667	0.168655	0.0646656	0.19966	0.0910284	0.129109	0.198441	0.15372	0.155364	0.0829887	0.0719206	0.0106066	0.0428877	
3.7227	0.711779	0.270201	0.172306	0.858108	7.28187	11.6232	2.5576	0.226822	0.167786	0.0604744	0.191793	0.0919443	0.121958	0.197189	0.168319	0.153426	0.0758438	0.0672215	0.0129248	0.0461824	
3.72295	0.763883	0.281807	0.167562	0.766454	6.01201	9.9972	2.29456	0.240326	0.174866	0.0568428	0.186235	0.0889917	0.115373	0.195923	0.174938	0.163413	0.0761604	0.0588149	0.00902045	0.0447327	
3.72319	0.820879	0.293412	0.162831	0.691033	5.01872	8.67776	2.06505	0.253845	0.181961	0.0532231	0.180676	0.0860512	0.108788	0.194672	0.172572	0.1734	0.0764732	0.0504197	0.00511612	0.0432831	
3.72343	0.881136	0.305017	0.167662	0.626163	4.25042	7.62945	1.87877	0.267349	0.189072	0.0495915	0.175118	0.0830986	0.102203	0.19371	0.165038	0.183387	0.0767899	0.0415736	0.000945598	0.0399884	
3.72368	0.949546	0.316635	0.172493	0.571046	3.65395	6.80575	1.73211	0.280869	0.196182	0.0459718	0.169572	0.080158	0.0956305	0.192749	0.148518	0.193386	0.0771141	0.0327276	-0.00321385	0.0324766	
3.72392	1.03012	0.318505	0.175245	0.524947	3.1834	6.16576	1.62628	0.29512	0.20343	0.0422093	0.174816	0.079688	0.0929517	0.192978	0.134001	0.200334	0.0738525	0.0341024	-0.010113	0.0213627	
3.72416	1.11885	0.320387	0.178009	0.488599	2.80613	5.66842	1.55398	0.309357	0.210648	0.0384586	0.18006	0.079218	0.0902848	0.193207	0.119485	0.207283	0.0706024	0.0354885	-0.0212714	0.0102488	
3.72441	1.21125	0.312696	0.175979	0.460863	2.49636	5.28399	1.50644	0.3172	0.21785	0.0347079	0.185305	0.078748	0.0961025	0.193436	0.104406	0.205425	0.067337	0.045529	-0.0319861	0.00897482	
