	1\nnew_experiment\n	2\nnew_experiment\n	3\nnew_experiment\n	4\nnew_experiment\n	5\nnew_experiment\n	6\nnew_experiment\n	7\nnew_experiment\n	8\nnew_experiment\n	9\nnew_experiment\n	10\nnew_experiment\n	11\nnew_experiment\n	12\nnew_experiment\n	13\nnew_experiment\n	14\nnew_experiment\n	15\nnew_experiment\n	16\nnew_experiment\n	17\nnew_experiment\n	18\nnew_experiment\n	19\nnew_experiment\n	20\nnew_experiment\n	
3.8689	0.131783	0.176923	0.0488697	0.171824	0.171066	0.89624	5.52728	6.4827	2.04712	0.145954	0.216927	0.188103	0.153737	0.30555	0.581263	7.24625	0.999748	0.654779	2.00027	3.37881	
3.86914	0.130738	0.175415	0.0436031	0.174449	0.182327	0.785717	4.67964	5.50452	1.8163	0.152253	0.214692	0.191381	0.157159	0.311226	0.563044	6.04283	1.07429	0.631914	1.9749	3.52728	
3.86938	0.129694	0.176587	0.0380251	0.176757	0.193066	0.691181	3.9558	4.63759	1.60706	0.15798	0.212457	0.194659	0.165113	0.312286	0.544825	5.06617	1.15833	0.619496	1.97829	3.73725	
3.86963	0.128649	0.172984	0.0324597	0.179078	0.203819	0.613049	3.35537	3.90868	1.43295	0.163707	0.210221	0.197949	0.173078	0.305641	0.526606	4.28324	1.25282	0.615743	2.01292	4.01189	
3.86987	0.123566	0.164931	0.0340036	0.186205	0.208729	0.549198	2.87144	3.31676	1.29031	0.173959	0.214414	0.203251	0.182094	0.297928	0.5039	3.65189	1.35867	0.610898	2.08405	4.36713	
3.87011	0.118496	0.156891	0.0355475	0.188463	0.205467	0.495186	2.48961	2.84422	1.17642	0.184211	0.218607	0.208554	0.191109	0.29023	0.481205	3.14382	1.48093	0.606052	2.19209	4.8264	
3.87036	0.113731	0.145847	0.0394819	0.183719	0.198105	0.450294	2.18357	2.46704	1.08528	0.203607	0.23208	0.213857	0.191062	0.282043	0.45851	2.73555	1.62593	0.601747	2.34167	5.42553	
3.8706	0.108967	0.139602	0.0386477	0.178989	0.185844	0.410332	1.93391	2.16895	1.01653	0.223003	0.245554	0.219171	0.191015	0.273865	0.435815	2.4036	1.79332	0.597454	2.55087	6.20741	
3.87084	0.107145	0.141023	0.0347133	0.176681	0.169788	0.372917	1.72557	1.93015	0.967728	0.24621	0.265697	0.212904	0.186436	0.265381	0.414796	2.12742	1.98941	0.585577	2.83887	7.23177	
3.87109	0.110228	0.142456	0.0260102	0.174385	0.153744	0.335506	1.54618	1.73941	0.941315	0.269416	0.285841	0.206638	0.181858	0.256912	0.393789	1.90408	2.21981	0.573711	3.22057	8.55697	
3.87133	0.110559	0.144177	0.0169959	0.174816	0.145561	0.308235	1.39422	1.59325	0.927689	0.283478	0.308111	0.200371	0.181811	0.245834	0.372781	1.71964	2.49458	0.556965	3.70911	10.2512	
3.87157	0.11089	0.145909	0.0127751	0.17039	0.13739	0.280979	1.26512	1.47964	0.92363	0.297541	0.325741	0.194116	0.181775	0.239388	0.351774	1.56455	2.82753	0.548885	4.31976	12.3699	
3.87181	0.118101	0.147442	0.0128373	0.160219	0.131409	0.265404	1.15605	1.3895	0.926376	0.305078	0.336266	0.190838	0.183038	0.240761	0.331469	1.43619	3.23571	0.547973	5.04966	14.9444	
3.87206	0.125324	0.148976	0.012912	0.150061	0.125423	0.249844	1.06679	1.31949	0.938736	0.312627	0.339069	0.187572	0.184312	0.242134	0.311165	1.32545	3.73191	0.547071	5.87327	17.9377	
3.8723	0.132535	0.150509	0.0135719	0.139902	0.124352	0.234268	0.994094	1.26888	0.963882	0.31989	0.335094	0.184306	0.176524	0.24379	0.299858	1.22717	4.33774	0.54671	6.71144	21.182	
3.87254	0.139758	0.152042	0.0142443	0.129744	0.123276	0.218708	0.935125	1.24152	0.998581	0.327153	0.323397	0.18104	0.168735	0.245453	0.288564	1.12891	5.08525	0.54635	7.44454	24.3448	
3.87279	0.142892	0.153575	0.0146053	0.127385	0.124863	0.203747	0.889094	1.23741	1.03929	0.331928	0.313138	0.173906	0.164051	0.247116	0.289443	1.04384	6.01454	0.549956	7.94126	26.9639	
3.87303	0.146038	0.155109	0.0197599	0.129909	0.126446	0.188801	0.850694	1.25656	1.0896	0.332142	0.307531	0.166784	0.159378	0.248772	0.290333	0.958783	7.17503	0.553562	8.12847	28.6075	
3.87327	0.149185	0.156642	0.0222127	0.129693	0.128033	0.173851	0.820281	1.29723	1.14667	0.332928	0.298831	0.159661	0.163767	0.250435	0.291212	0.884356	8.60865	0.565822	8.00297	29.0474	
3.87352	0.152331	0.158188	0.024678	0.129478	0.129631	0.158905	0.797498	1.35185	1.21336	0.338286	0.29013	0.152539	0.168157	0.252098	0.292102	0.827553	10.36	0.578083	7.61341	28.3205	
3.87376	0.146828	0.159571	0.0282762	0.131887	0.130192	0.146046	0.783798	1.41461	1.2951	0.346442	0.27731	0.155672	0.179474	0.259819	0.290661	0.779866	12.4489	0.593848	7.03318	26.6549	
3.874	0.141337	0.160955	0.0318869	0.13431	0.130756	0.133198	0.777715	1.48822	1.39281	0.363755	0.264501	0.158818	0.190803	0.267548	0.28922	0.73219	14.8287	0.609624	6.34223	24.3623	
3.87425	0.135834	0.162339	0.0354852	0.133992	0.131317	0.120338	0.779441	1.57869	1.50412	0.38564	0.25168	0.161963	0.211194	0.272675	0.287779	0.694409	17.3552	0.639825	5.60797	21.7172	
3.87449	0.130343	0.163722	0.0390959	0.138545	0.131882	0.107491	0.788797	1.69553	1.63141	0.407524	0.238871	0.165108	0.231586	0.282417	0.286349	0.656639	19.749	0.670025	4.88223	18.94	
3.87473	0.126063	0.164807	0.0403036	0.145926	0.132442	0.105904	0.805759	1.84531	1.77866	0.43578	0.233011	0.169977	0.24564	0.294479	0.29625	0.623262	21.632	0.701127	4.18986	16.1966	
3.87498	0.121795	0.165891	0.0415238	0.15332	0.133007	0.104328	0.833399	2.04004	1.96109	0.468619	0.227162	0.174858	0.259707	0.306534	0.306162	0.589895	22.6722	0.732229	3.55711	13.619	
3.87522	0.117528	0.166976	0.0427315	0.155844	0.133568	0.102753	0.87512	2.29214	2.18622	0.506887	0.221314	0.179739	0.269241	0.311951	0.311282	0.565323	22.7288	0.763331	2.995	11.3088	
3.87546	0.11326	0.168073	0.0439517	0.150251	0.134144	0.101177	0.933613	2.61713	2.47847	0.560397	0.215465	0.18462	0.278776	0.312744	0.308915	0.540763	21.8651	0.794433	2.51523	9.3332	
3.87571	0.108483	0.168359	0.042744	0.139839	0.134487	0.0959015	1.0105	3.03723	2.85739	0.629588	0.213061	0.18991	0.286105	0.308975	0.302202	0.519505	20.2923	0.82993	2.1208	7.70736	
3.87595	0.103718	0.168659	0.0415362	0.12944	0.134834	0.0906372	1.11328	3.57364	3.34175	0.720116	0.210668	0.195213	0.293444	0.300591	0.295488	0.498258	18.2705	0.865438	1.80872	6.40483	
3.87619	0.0989409	0.164159	0.0403285	0.125533	0.135178	0.0951958	1.24635	4.24783	3.96071	0.841126	0.208263	0.19126	0.291722	0.294518	0.288306	0.485806	16.0364	0.909601	1.56585	5.3838	
3.87644	0.0941764	0.159671	0.0391208	0.126497	0.135525	0.0997696	1.40533	5.06932	4.72989	0.995677	0.205871	0.187307	0.289999	0.288437	0.281136	0.473365	13.777	0.953763	1.37693	4.59611	
3.87668	0.0937815	0.155769	0.0342277	0.129173	0.135868	0.106789	1.58906	6.02568	5.66319	1.18603	0.215067	0.178522	0.284771	0.282455	0.273391	0.473296	11.6385	1.0037	1.22599	3.98941	
3.87692	0.0933993	0.15188	0.0293345	0.131862	0.136215	0.113819	1.78042	7.07043	6.74031	1.41601	0.224274	0.169748	0.279555	0.276474	0.265658	0.473239	9.72234	1.05363	1.10061	3.52048	
3.87717	0.0902654	0.153276	0.021752	0.134551	0.136559	0.111015	1.95367	8.10454	7.89252	1.68829	0.233482	0.160975	0.274339	0.270973	0.257914	0.477573	8.07944	1.11366	0.996527	3.15978	
3.87741	0.0920234	0.159459	0.0189506	0.137239	0.136917	0.108208	2.0858	8.99754	9.00317	1.99411	0.24269	0.152201	0.269123	0.26548	0.250181	0.481919	6.71548	1.18234	0.912317	2.875	
3.87765	0.0992466	0.165829	0.0180915	0.133726	0.146057	0.113434	2.15159	9.62891	9.92581	2.3132	0.251644	0.144235	0.256107	0.258438	0.234751	0.49194	5.60394	1.25714	0.841363	2.64842	
3.8779	0.106483	0.172211	0.0172324	0.125356	0.155201	0.118675	2.13662	9.91452	10.5193	2.61705	0.26061	0.136282	0.243103	0.259102	0.21932	0.501973	4.71464	1.34061	0.784617	2.46963	
3.87814	0.114012	0.174093	0.0166721	0.120029	0.164341	0.123898	2.04186	9.82378	10.6878	2.85918	0.269564	0.128328	0.230099	0.268234	0.20389	0.503188	4.00749	1.43634	0.736212	2.3309	
3.87838	0.121553	0.175988	0.0161119	0.114703	0.173481	0.129139	1.88769	9.38417	10.4122	2.99463	0.27853	0.120374	0.217094	0.28199	0.188471	0.504415	3.44204	1.55226	0.696326	2.22872	
3.87863	0.126636	0.178668	0.0179421	0.116872	0.172802	0.133747	1.69922	8.67207	9.75233	2.999	0.279557	0.119349	0.212386	0.289581	0.176789	0.495999	2.98416	1.69379	0.665491	2.15431	
3.87887	0.131732	0.181361	0.0197724	0.123923	0.172127	0.138374	1.50011	7.78479	8.82083	2.88449	0.280596	0.118337	0.207689	0.297173	0.16512	0.487595	2.61428	1.86705	0.634655	2.09957	
3.87911	0.136828	0.184053	0.0216026	0.128235	0.163265	0.142998	1.30688	6.82733	7.75635	2.67711	0.281635	0.117325	0.202993	0.305054	0.153439	0.470372	2.305	2.07492	0.612871	2.06662	
3.87936	0.141923	0.186746	0.0234329	0.132547	0.154419	0.147621	1.13652	5.88385	6.66949	2.41182	0.282675	0.116312	0.198296	0.312935	0.141769	0.453162	2.04196	2.32607	0.591087	2.04775	
3.8796	0.148586	0.183654	0.0241675	0.135083	0.137367	0.140858	0.994475	5.01207	5.64455	2.1239	0.284101	0.124182	0.199016	0.315598	0.140211	0.434954	1.81918	2.62969	0.577754	2.05065	
3.87984	0.155249	0.180575	0.0249145	0.137632	0.120312	0.134106	0.872239	4.24725	4.73782	1.84057	0.285538	0.132051	0.199736	0.318268	0.138653	0.416757	1.62772	2.98813	0.564433	2.08447	
3.88009	0.161911	0.177484	0.0253503	0.140169	0.10387	0.127346	0.76105	3.60339	3.97054	1.58304	0.296245	0.139921	0.200456	0.323524	0.137094	0.39856	1.46404	3.41364	0.551101	2.14676	
3.88033	0.168587	0.174405	0.0257985	0.142718	0.0956116	0.120594	0.663586	3.07271	3.34062	1.36515	0.306963	0.147803	0.201175	0.324173	0.135548	0.380363	1.32274	3.92858	0.537779	2.25123	
3.88057	0.166281	0.175303	0.0236446	0.147689	0.097477	0.111374	0.581726	2.63718	2.84291	1.18964	0.323469	0.163192	0.206615	0.316628	0.13024	0.361605	1.20586	4.55602	0.530481	2.41333	
3.88082	0.163975	0.176213	0.0167219	0.152673	0.104256	0.102165	0.516639	2.28381	2.45068	1.05376	0.339988	0.178582	0.212056	0.309097	0.124944	0.342858	1.11135	5.34213	0.523194	2.6401	
3.88106	0.161669	0.17711	0.0097869	0.15734	0.10878	0.0929527	0.464871	2.00217	2.1443	0.947597	0.356216	0.193393	0.217496	0.301262	0.119637	0.324111	1.03008	6.32766	0.530093	2.94628	
3.8813	0.159376	0.17802	0.00764538	0.16202	0.113304	0.083744	0.423781	1.7748	1.91141	0.868869	0.372444	0.208216	0.222936	0.293442	0.114341	0.305364	0.959255	7.55839	0.537003	3.35088	
3.88154	0.150675	0.176873	0.00927642	0.160092	0.112411	0.0773926	0.392344	1.58676	1.73097	0.818943	0.388709	0.218834	0.223514	0.283875	0.111682	0.302107	0.895878	9.0776	0.549271	3.86998	
3.88179	0.141974	0.175739	0.0109199	0.153307	0.111515	0.0710526	0.368526	1.42818	1.58566	0.78427	0.400345	0.220196	0.224092	0.274323	0.109022	0.298862	0.83997	10.917	0.561549	4.52122	
3.88203	0.133273	0.174592	0.0128498	0.149249	0.10244	0.0646973	0.35023	1.29073	1.4711	0.75598	0.40965	0.211338	0.215608	0.262444	0.106362	0.295617	0.795887	13.0688	0.573817	5.30496	
3.88227	0.124585	0.173458	0.0147921	0.145204	0.0933609	0.0583572	0.331947	1.17653	1.38531	0.732261	0.411233	0.202492	0.207123	0.255203	0.103714	0.292373	0.756294	15.4714	0.586095	6.19834	
3.88252	0.117617	0.168322	0.0146302	0.141145	0.0842857	0.0561066	0.317555	1.08249	1.32385	0.712257	0.409517	0.188139	0.191369	0.254776	0.0975867	0.294253	0.719856	17.9578	0.592329	7.12897	
3.88276	0.110648	0.163199	0.0144808	0.1371	0.0752068	0.0538635	0.303176	1.0024	1.28482	0.701398	0.407813	0.173786	0.175615	0.258987	0.0914707	0.296145	0.68343	20.2278	0.598574	7.9837	
3.883	0.103986	0.158063	0.014319	0.130606	0.0743141	0.0516205	0.288785	0.933929	1.26215	0.705494	0.405626	0.154805	0.155802	0.267525	0.0901233	0.298037	0.64727	21.9208	0.604807	8.62791	
3.88325	0.0973358	0.15294	0.0141696	0.128996	0.0734177	0.0493813	0.274406	0.87323	1.25543	0.724831	0.403439	0.135836	0.135989	0.280685	0.0962862	0.299929	0.611126	22.7628	0.611052	8.95445	
3.88349	0.0911953	0.149562	0.0149913	0.137049	0.0727806	0.0492668	0.266633	0.822433	1.27208	0.758659	0.409589	0.127906	0.119786	0.294739	0.104335	0.297991	0.581924	22.6551	0.63003	8.92217	
3.88373	0.0899469	0.146196	0.0158131	0.149985	0.0721397	0.0491638	0.258872	0.782501	1.30469	0.807739	0.415752	0.119988	0.111148	0.308807	0.112384	0.296053	0.552734	21.6906	0.649019	8.57221	
3.88398	0.0940999	0.142818	0.0214159	0.159966	0.0714989	0.0490456	0.251111	0.757278	1.35329	0.865963	0.431183	0.11207	0.110806	0.323151	0.120902	0.294115	0.523815	20.0809	0.682195	7.98574	
3.88422	0.0982657	0.139452	0.0270187	0.169959	0.0708618	0.0489464	0.24335	0.746033	1.41148	0.933333	0.446626	0.104152	0.115007	0.337509	0.129432	0.292189	0.494904	18.0645	0.715382	7.25589	
3.88446	0.102215	0.14485	0.0341156	0.173954	0.0707321	0.0488281	0.240922	0.746964	1.48283	1.01289	0.47124	0.0945836	0.125144	0.351852	0.140199	0.295388	0.470272	15.8491	0.770386	6.45821	
3.88471	0.106164	0.15026	0.0412125	0.169845	0.0706062	0.0487289	0.238493	0.752579	1.56381	1.1016	0.495867	0.0850268	0.135292	0.366211	0.150978	0.298587	0.450123	13.6076	0.825402	5.64648	
3.88495	0.110113	0.155358	0.0430303	0.157099	0.0704765	0.0486259	0.236065	0.760513	1.66872	1.19793	0.525907	0.0847255	0.145712	0.380264	0.161746	0.301786	0.441151	11.4849	0.895136	4.85969	
3.88519	0.114075	0.160469	0.0400671	0.139497	0.0703506	0.0485229	0.233637	0.779297	1.80241	1.3034	0.56368	0.0844242	0.156144	0.394333	0.172525	0.304997	0.439648	9.57844	0.964882	4.13195	
3.88544	0.114992	0.16801	0.0358587	0.123555	0.073597	0.0467682	0.230292	0.813385	1.97612	1.43291	0.60758	0.0891725	0.166989	0.40213	0.179426	0.300399	0.437855	7.94562	1.03839	3.48463	
3.88568	0.11591	0.170778	0.0316504	0.112496	0.0768433	0.0450249	0.226959	0.861435	2.20416	1.59596	0.659226	0.0939328	0.177846	0.405319	0.186327	0.295801	0.436069	6.59264	1.12042	2.9301	
3.88592	0.116827	0.176225	0.0298326	0.108121	0.0825462	0.0432701	0.226197	0.92691	2.50371	1.80245	0.722266	0.0986931	0.183876	0.404449	0.184229	0.291203	0.43502	5.50146	1.21647	2.47256	
3.88617	0.117757	0.181685	0.0232337	0.103758	0.0833397	0.0415306	0.220865	1.01257	2.89589	2.06686	0.799239	0.103453	0.182365	0.398979	0.182144	0.286617	0.433983	4.63241	1.32672	2.1078	
3.88641	0.118368	0.182844	0.014045	0.101108	0.0754395	0.0455132	0.211532	1.11952	3.40393	2.40937	0.890314	0.107334	0.173385	0.393295	0.173579	0.287155	0.438995	3.94761	1.45471	1.8207	
3.88665	0.11898	0.184016	0.00485642	0.0984697	0.0626297	0.0495071	0.2022	1.25595	4.04938	2.84638	1.0046	0.111227	0.164416	0.387627	0.165026	0.287694	0.44849	3.39841	1.60258	1.59265	
3.8869	0.119286	0.185175	0.00015004	0.0961235	0.0476723	0.0535049	0.190011	1.42183	4.84421	3.40188	1.14673	0.105864	0.154964	0.38166	0.150463	0.288233	0.455181	2.95127	1.7792	1.41309	
3.88714	0.119604	0.186347	-0.00455633	0.0937899	0.0408936	0.0574989	0.182393	1.61098	5.78922	4.10674	1.32753	0.100501	0.145524	0.375702	0.131412	0.288784	0.46188	2.58201	1.98706	1.2757	
3.88738	0.119451	0.185811	-0.00603797	0.0889326	0.0443459	0.0563087	0.187928	1.80511	6.85065	4.98176	1.55396	0.0963552	0.136012	0.362457	0.114329	0.277467	0.463196	2.27458	2.22402	1.17482	
3.88763	0.114406	0.185287	-0.00750715	0.0889453	0.0477982	0.0551186	0.193463	1.98219	7.94086	6.03661	1.82834	0.0922095	0.126513	0.349205	0.104745	0.266161	0.460041	2.02198	2.50357	1.09362	
3.88787	0.107221	0.184764	-0.0042077	0.0956542	0.0517616	0.0539284	0.199284	2.11624	8.93481	7.24426	2.14256	0.0926915	0.126064	0.336243	0.103129	0.254855	0.4594	1.81085	2.83673	1.02507	
3.88811	0.100049	0.18424	-0.000895813	0.102376	0.0557365	0.0527344	0.205116	2.18982	9.69553	8.52202	2.4707	0.0931856	0.125628	0.323296	0.106022	0.24355	0.458771	1.63145	3.23519	0.96496	
3.88836	0.0951064	0.181311	-0.00287548	0.10665	0.0597	0.0460129	0.212937	2.19421	10.1027	9.72319	2.77041	0.103887	0.122914	0.312363	0.110029	0.232244	0.457848	1.4809	3.72239	0.917583	
3.8886	0.0901762	0.178394	-0.0048427	0.106066	0.0636635	0.0392876	0.220757	2.12885	10.0977	10.6409	2.98815	0.114589	0.120211	0.306053	0.114037	0.220939	0.456928	1.35631	4.32601	0.878652	
3.88884	0.0906348	0.175477	-0.00471818	0.10821	0.067627	0.0424004	0.230863	2.00127	9.69087	11.0949	3.08099	0.125291	0.117509	0.297134	0.118325	0.209633	0.45554	1.25173	5.08047	0.847704	
3.88909	0.0959981	0.17256	0.000187397	0.110366	0.0716019	0.0455132	0.23641	1.83182	8.96133	11.0154	3.03618	0.136004	0.114807	0.288231	0.122625	0.198328	0.454166	1.15581	6.03087	0.820984	
3.88933	0.100533	0.172722	0.0134972	0.113371	0.0730095	0.0536957	0.228947	1.63873	8.02873	10.445	2.87628	0.147043	0.112234	0.288559	0.131553	0.188386	0.438705	1.06763	7.22842	0.801941	
3.88957	0.105069	0.172897	0.0268195	0.116377	0.0744171	0.061882	0.216913	1.44098	7.0163	9.51792	2.63749	0.158083	0.109673	0.288879	0.14048	0.178457	0.415783	0.979468	8.72413	0.791333	
3.88982	0.110215	0.173071	0.0369419	0.122122	0.0758209	0.0700645	0.207164	1.25507	6.02303	8.38968	2.35955	0.173749	0.116164	0.286606	0.14041	0.168527	0.399574	0.901938	10.5457	0.787928	
3.89006	0.115375	0.173246	0.0391084	0.12301	0.07724	0.0782509	0.197427	1.08931	5.11601	7.20962	2.08163	0.189428	0.122666	0.288963	0.140352	0.158597	0.378902	0.833063	12.6994	0.788752	
3.8903	0.125617	0.173408	0.0358836	0.11384	0.0786476	0.071476	0.187392	0.95047	4.33401	6.08594	1.83066	0.205866	0.139352	0.293335	0.138594	0.155547	0.360924	0.775006	15.1251	0.794572	
3.89055	0.140764	0.173582	0.0326713	0.104684	0.0800514	0.0646973	0.177358	0.834915	3.67667	5.08724	1.61837	0.222305	0.15605	0.297714	0.136837	0.152497	0.342945	0.725603	17.6558	0.800404	
3.89079	0.152841	0.173757	0.0337421	0.0955147	0.081459	0.0579224	0.167323	0.734451	3.13634	4.24285	1.44309	0.24337	0.172748	0.302368	0.135079	0.149447	0.319092	0.686298	20.0076	0.806488	
3.89103	0.164931	0.173931	0.0348129	0.0863581	0.0828781	0.0511475	0.157301	0.647964	2.69505	3.55393	1.30341	0.264448	0.189446	0.307037	0.133333	0.146398	0.305691	0.646992	21.8228	0.812583	
3.89127	0.172753	0.181411	0.0296707	0.0813614	0.0735474	0.0434875	0.150516	0.569977	2.33522	3.00719	1.19289	0.288358	0.208881	0.310143	0.131248	0.139999	0.301682	0.614481	22.8088	0.821314	
3.89152	0.175683	0.188902	0.024541	0.0812345	0.0642128	0.0358276	0.143731	0.502853	2.04253	2.57934	1.10558	0.312268	0.228317	0.313248	0.129174	0.133601	0.302147	0.581982	22.8493	0.830045	
3.89176	0.181364	0.196095	0.0193989	0.0915579	0.054882	0.0281715	0.136946	0.446564	1.8085	2.24979	1.03897	0.325959	0.242655	0.316063	0.1271	0.131606	0.300751	0.558137	22.0144	0.84721	
3.892	0.187059	0.203287	0.0142692	0.106764	0.0455627	0.0205116	0.130173	0.401138	1.61604	1.99035	0.989364	0.330406	0.24944	0.318893	0.125026	0.129623	0.299362	0.534292	20.5123	0.864386	
3.89225	0.195696	0.20598	0.00972465	0.121754	0.0476837	0.018589	0.123388	0.363068	1.45795	1.7831	0.956569	0.328188	0.253299	0.316605	0.128752	0.131572	0.298244	0.513512	18.5715	0.8812	
3.89249	0.204346	0.203898	0.00519259	0.131887	0.0498047	0.0166664	0.116603	0.332764	1.3286	1.62159	0.937706	0.325971	0.252626	0.309715	0.13249	0.133533	0.297127	0.492733	16.4064	0.898024	
3.89273	0.215429	0.204509	-0.00202882	0.133384	0.0519295	0.0147476	0.110104	0.311646	1.222	1.49474	0.928124	0.314498	0.249499	0.305405	0.136227	0.131079	0.296005	0.471953	14.187	0.927138	
3.89298	0.221633	0.20512	-0.00446917	0.126776	0.0540619	0.012825	0.103617	0.295197	1.13777	1.39533	0.929368	0.303037	0.246384	0.301109	0.139965	0.128636	0.294899	0.451173	12.0556	0.97032	
3.89322	0.220793	0.200034	-0.00199148	0.115996	0.0555725	0.0161819	0.105259	0.28009	1.06644	1.31863	0.940606	0.290455	0.231409	0.292465	0.134833	0.130448	0.288746	0.429751	10.1174	1.02162	
3.89346	0.21506	0.19496	0.000498667	0.105217	0.0570793	0.0195351	0.111473	0.264999	1.01109	1.26327	0.95959	0.287129	0.216434	0.283829	0.129713	0.13226	0.282597	0.40834	8.4319	1.08135	
3.89371	0.20362	0.189887	0.00596453	0.0939294	0.0585899	0.022892	0.115115	0.250183	0.965729	1.22621	0.984953	0.294023	0.201459	0.275185	0.133591	0.138474	0.278961	0.395584	7.01832	1.15022	
3.89395	0.192193	0.184814	0.00666177	0.082655	0.0601082	0.0262489	0.11877	0.235382	0.929932	1.21048	1.02114	0.300928	0.186484	0.266563	0.137469	0.144701	0.270863	0.382828	5.86312	1.23316	
3.89419	0.182587	0.186908	0.00605169	0.0724838	0.0570145	0.0234566	0.131078	0.229294	0.903717	1.21264	1.07105	0.30946	0.181043	0.257629	0.143398	0.152199	0.265549	0.380349	4.93403	1.3333	
3.89444	0.172995	0.189014	0.00545405	0.0623254	0.0539207	0.0206642	0.143386	0.223206	0.887115	1.23006	1.13179	0.317993	0.175603	0.248711	0.149338	0.15971	0.260235	0.377869	4.1895	1.45314	
3.89468	0.168281	0.191121	0.00455759	0.0591548	0.0590096	0.027401	0.155408	0.217133	0.876602	1.26272	1.20327	0.331731	0.170163	0.246429	0.164276	0.175739	0.252125	0.37539	3.59085	1.58456	
3.89492	0.16358	0.193228	0.00366116	0.060867	0.0641098	0.0341377	0.167442	0.211044	0.875656	1.31672	1.28557	0.345482	0.164735	0.248772	0.179215	0.19178	0.248501	0.372911	3.1143	1.73568	
3.89517	0.157962	0.195933	0.00420898	0.0664725	0.0693016	0.0429001	0.170585	0.205246	0.880753	1.38839	1.38108	0.364837	0.158634	0.256523	0.196789	0.208085	0.25845	0.375706	2.731	1.91468	
3.89541	0.152344	0.19865	0.00476927	0.072078	0.0745049	0.0467415	0.169168	0.199448	0.89064	1.47531	1.48588	0.393459	0.152545	0.264275	0.214376	0.219998	0.268414	0.378501	2.41301	2.1246	
3.89565	0.151618	0.201368	0.00532955	0.0779879	0.0797081	0.0435143	0.172882	0.193649	0.906631	1.5767	1.60469	0.434217	0.146444	0.269424	0.228014	0.227589	0.278645	0.381295	2.14648	2.37177	
3.8959	0.150905	0.204085	0.00588983	0.0839105	0.0849113	0.040287	0.172037	0.187851	0.927429	1.69334	1.74516	0.484242	0.140355	0.279205	0.232665	0.230788	0.288887	0.384101	1.91687	2.66674	
3.89614	0.149873	0.202801	0.00643766	0.0928641	0.0791588	0.032856	0.165086	0.189804	0.960388	1.83854	1.92313	0.541294	0.128967	0.293312	0.229244	0.225628	0.285694	0.38942	1.71849	3.01513	
3.89638	0.148854	0.20153	0.00699794	0.10183	0.0734177	0.0254288	0.158146	0.191772	1.0141	2.02948	2.14751	0.613783	0.117591	0.302795	0.225834	0.213142	0.282513	0.394739	1.55135	3.4338	
3.89663	0.14242	0.200258	0.00725941	0.11048	0.0676765	0.0180016	0.150921	0.19371	1.09561	2.28291	2.4353	0.702457	0.106216	0.302361	0.221851	0.195702	0.279331	0.408712	1.40692	3.94244	
3.89687	0.131108	0.198987	0.00752087	0.119142	0.0619392	0.0105705	0.143695	0.195679	1.20747	2.61863	2.80661	0.81274	0.0948398	0.297318	0.217879	0.178262	0.27615	0.422697	1.28239	4.57198	
3.89711	0.118967	0.196357	0.0027398	0.122617	0.0632401	0.00442123	0.140981	0.199478	1.35156	3.06242	3.28895	0.951885	0.10002	0.285522	0.219004	0.167828	0.264194	0.430179	1.16826	5.35118	
3.89736	0.106827	0.193739	-0.00680991	0.121222	0.0645599	-0.00172424	0.138279	0.203262	1.52602	3.64338	3.90431	1.13115	0.105213	0.273735	0.22014	0.157405	0.252251	0.437662	1.06834	6.31874	
3.8976	0.0965204	0.191121	-0.0136703	0.122566	0.0656204	-0.000801086	0.138136	0.206757	1.73082	4.37673	4.68438	1.35822	0.110393	0.26165	0.221265	0.155777	0.240295	0.43649	0.979767	7.52352	
3.89784	0.0911189	0.188503	-0.0205306	0.123923	0.0666809	0.00503922	0.133435	0.210281	1.94684	5.27165	5.64079	1.63776	0.115585	0.24958	0.222401	0.15416	0.228352	0.435329	0.905396	9.01225	
3.89809	0.0902909	0.188267	-0.0272042	0.124963	0.0651207	0.00667572	0.127769	0.202438	2.15306	6.32469	6.77081	1.97589	0.123032	0.242409	0.218277	0.157944	0.216396	0.436501	0.843892	10.826	
3.89833	0.0894756	0.188042	-0.0338653	0.126015	0.0594826	0.00831604	0.122114	0.189957	2.31932	7.49661	8.04004	2.36032	0.13049	0.235237	0.214165	0.161739	0.204453	0.437673	0.790906	12.9632	
3.89857	0.0889533	0.187818	-0.0405265	0.127055	0.0564041	0.0105705	0.113604	0.180374	2.41888	8.6872	9.33478	2.75438	0.137948	0.234711	0.210041	0.169937	0.192509	0.430191	0.745818	15.3649	
3.89882	0.0884437	0.187593	-0.0471876	0.128108	0.0533218	0.012825	0.109664	0.170807	2.43698	9.72844	10.4532	3.10217	0.145406	0.238808	0.205928	0.178136	0.180565	0.422719	0.705	17.8707	
3.89906	0.0916922	0.192393	-0.048856	0.130454	0.0544205	0.0174866	0.116758	0.160995	2.37183	10.419	11.1773	3.34642	0.152085	0.243492	0.19529	0.190829	0.184399	0.410008	0.668752	20.1968	
3.8993	0.0949535	0.197192	-0.0505119	0.132813	0.0596237	0.0270691	0.123864	0.155853	2.2316	10.6311	11.3539	3.44567	0.158776	0.248169	0.184651	0.203522	0.188244	0.397297	0.632504	21.9972	
